Sample.ID,Sample.Name,Salinity Level,Day,Time-point,ASV1,ASV2,ASV3,ASV4,ASV6,ASV8,ASV9,ASV11,ASV12,ASV13,ASV14,ASV15,ASV16,ASV18,ASV19,ASV20,ASV21,ASV22,ASV23,ASV24,ASV25,ASV27,ASV28,ASV29,ASV30,ASV31,ASV32,ASV33,ASV34,ASV35,ASV36,ASV37,ASV38,ASV40,ASV41,ASV42,ASV43,ASV44,ASV45,ASV46,ASV47,ASV48,ASV49,ASV50,ASV51,ASV52,ASV54,ASV56,ASV57,ASV58,ASV59,ASV60,ASV61,ASV62,ASV64,ASV65,ASV66,ASV67,ASV68,ASV69,ASV70,ASV71,ASV73,ASV74,ASV75,ASV76,ASV77,ASV79,ASV81,ASV82,ASV83,ASV84,ASV85,ASV86,ASV87,ASV88,ASV89,ASV90,ASV91,ASV92,ASV93,ASV94,ASV95,ASV96,ASV97,ASV98,ASV100,ASV102,ASV103,ASV104,ASV105,ASV106,ASV107,ASV108,ASV109,ASV110,ASV111,ASV112,ASV113,ASV114,ASV115,ASV116,ASV117,ASV119,ASV120,ASV121,ASV122,ASV123,ASV124,ASV125,ASV126,ASV128,ASV129,ASV130,ASV131,ASV132,ASV133,ASV134,ASV136,ASV137,ASV138,ASV139,ASV141,ASV142,ASV143,ASV145,ASV147,ASV148,ASV149,ASV150,ASV151,ASV152,ASV154,ASV156,ASV158,ASV159,ASV160,ASV161,ASV166,ASV167,ASV168,ASV169,ASV170,ASV172,ASV173,ASV174,ASV175,ASV176,ASV177,ASV178,ASV179,ASV180,ASV182,ASV183,ASV184,ASV185,ASV186,ASV187,ASV189,ASV190,ASV191,ASV192,ASV193,ASV194,ASV195,ASV196,ASV197,ASV198,ASV199,ASV200,ASV201,ASV202,ASV203,ASV205,ASV208,ASV209,ASV210,ASV211,ASV212,ASV213,ASV215,ASV216,ASV217,ASV218,ASV219,ASV220,ASV221,ASV222,ASV224,ASV226,ASV227,ASV230,ASV231,ASV232,ASV233,ASV234,ASV235,ASV236,ASV237,ASV238,ASV239,ASV240,ASV241,ASV242,ASV243,ASV244,ASV245,ASV246,ASV247,ASV248,ASV249,ASV250,ASV251,ASV252,ASV253,ASV254,ASV256,ASV257,ASV258,ASV259,ASV260,ASV261,ASV262,ASV263,ASV264,ASV265,ASV266,ASV267,ASV271,ASV272,ASV273,ASV276,ASV277,ASV279,ASV280,ASV281,ASV282,ASV283,ASV284,ASV285,ASV286,ASV287,ASV288,ASV289,ASV290,ASV292,ASV295,ASV296,ASV297,ASV299,ASV300,ASV301,ASV302,ASV303,ASV304,ASV305,ASV306,ASV307,ASV308,ASV309,ASV313,ASV314,ASV315,ASV317,ASV318,ASV319,ASV320,ASV321,ASV322,ASV323,ASV324,ASV326,ASV327,ASV328,ASV329,ASV330,ASV331,ASV332,ASV333,ASV334,ASV335,ASV336,ASV337,ASV338,ASV339,ASV340,ASV341,ASV342,ASV344,ASV345,ASV346,ASV347,ASV348,ASV349,ASV350,ASV351,ASV352,ASV353,ASV354,ASV355,ASV356,ASV357,ASV358,ASV359,ASV360,ASV361,ASV362,ASV363,ASV366,ASV368,ASV369,ASV370,ASV371,ASV372,ASV373,ASV375,ASV376,ASV379,ASV380,ASV381,ASV382,ASV383,ASV384,ASV385,ASV386,ASV388,ASV389,ASV390,ASV391,ASV392,ASV393,ASV394,ASV395,ASV396,ASV397,ASV398,ASV399,ASV400,ASV401,ASV402,ASV403,ASV404,ASV407,ASV409,ASV410,ASV411,ASV412,ASV413,ASV414,ASV416,ASV418,ASV419,ASV421,ASV422,ASV425,ASV426,ASV427,ASV428,ASV429,ASV430,ASV431,ASV432,ASV433,ASV435,ASV437,ASV438,ASV439,ASV441,ASV442,ASV443,ASV444,ASV445,ASV446,ASV447,ASV448,ASV449,ASV450,ASV451,ASV452,ASV453,ASV454,ASV455,ASV456,ASV457,ASV458,ASV459,ASV461,ASV462,ASV463,ASV465,ASV467,ASV468,ASV470,ASV472,ASV473,ASV476,ASV478,ASV479,ASV482,ASV484,ASV485,ASV486,ASV487,ASV488,ASV490,ASV491,ASV492,ASV493,ASV494,ASV497,ASV498,ASV499,ASV500,ASV501,ASV503,ASV505,ASV507,ASV509,ASV510,ASV511,ASV512,ASV513,ASV514,ASV515,ASV516,ASV517,ASV518,ASV520,ASV521,ASV522,ASV523,ASV524,ASV527,ASV528,ASV529,ASV530,ASV531,ASV532,ASV534,ASV535,ASV536,ASV537,ASV538,ASV539,ASV540,ASV543,ASV545,ASV546,ASV547,ASV548,ASV549,ASV550,ASV551,ASV552,ASV554,ASV555,ASV556,ASV557,ASV558,ASV559,ASV560,ASV561,ASV562,ASV563,ASV564,ASV565,ASV567,ASV568,ASV570,ASV571,ASV572,ASV573,ASV574,ASV575,ASV576,ASV578,ASV579,ASV580,ASV581,ASV582,ASV583,ASV584,ASV585,ASV587,ASV588,ASV589,ASV590,ASV591,ASV593,ASV594,ASV595,ASV596,ASV597,ASV599,ASV600,ASV601,ASV602,ASV603,ASV604,ASV606,ASV607,ASV609,ASV610,ASV612,ASV613,ASV614,ASV615,ASV620,ASV621,ASV622,ASV623,ASV624,ASV625,ASV627,ASV629,ASV630,ASV632,ASV633,ASV634,ASV635,ASV638,ASV639,ASV640,ASV641,ASV642,ASV643,ASV644,ASV645,ASV646,ASV648,ASV652,ASV653,ASV654,ASV656,ASV659,ASV660,ASV662,ASV663,ASV665,ASV666,ASV667,ASV668,ASV669,ASV670,ASV672,ASV673,ASV674,ASV676,ASV677,ASV679,ASV680,ASV681,ASV682,ASV683,ASV684,ASV685,ASV686,ASV687,ASV688,ASV689,ASV691,ASV693,ASV694,ASV696,ASV698,ASV699,ASV700,ASV701,ASV702,ASV704,ASV706,ASV707,ASV710,ASV712,ASV713,ASV714,ASV716,ASV719,ASV721,ASV725
MI.M05812_0263.001.N701---S501.F1H18,F1H18,High,18,18 dpf,124,0,0,46,0,32,0,0,0,137,0,0,0,0,0,0,0,0,28,68,0,7,0,0,0,0,0,0,3,0,0,0,6,0,0,10,0,5,3,0,70,0,21,0,0,11,0,0,0,0,14,0,0,0,0,0,5,0,0,15,0,0,0,29,40,0,0,0,20,0,0,0,0,0,0,0,0,0,0,119,0,10,4,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,34,81,0,0,0,0,0,123,32,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,7,0,6,0,0,0,17,0,0,0,20,0,0,0,0,0,0,33,14,0,0,0,0,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12,8,0,0,0,57,56,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,9,5,0,24,0,0,0,0,28,0,0,41,0,0,0,11,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,15,0,24,0,0,15,0,0,0,168,61,0,0,0,0,0,0,0,0,0,54,0,0,4,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,422,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,22,0,0,0,39,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI.M05812_0263.001.N701---S502.F1H1,F1H1,High,1,1 dpf,165,0,1,0,0,65,0,0,0,119,0,6,0,0,0,0,0,0,3,59,0,0,0,0,3,0,0,0,3,0,1,0,266,183,0,3,11,226,179,0,8,6,158,0,0,0,1,0,7,1,19,0,0,0,0,2,27,1,0,60,0,0,0,18,86,0,10,0,73,0,0,0,0,0,0,10,3,0,2,12,0,66,9,0,0,0,2,86,0,15,0,0,0,0,7,0,0,1,0,0,3,2,0,0,0,0,54,0,0,0,0,2,3,4,7,0,3,0,0,0,13,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,14,18,0,0,0,1,5,3,2,7,0,0,0,3,0,0,0,0,22,0,10,0,0,0,3,1,0,0,17,13,0,0,35,0,7,16,0,0,0,0,0,0,0,29,18,0,0,3,2,0,0,1,0,0,0,7,4,0,0,0,0,0,0,18,4,0,3,0,3,3,0,0,0,6,0,1,6,13,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,19,2,2,0,0,0,0,3,0,0,0,0,0,0,31,1,0,18,2,0,1,22,17,2,0,3,0,0,9,1,0,4,10,0,17,0,0,0,0,0,34,3,0,0,0,0,0,0,0,8,0,2,0,1,0,0,0,0,0,3,8,0,0,0,0,0,25,0,3,4,0,0,9,0,0,13,0,0,0,0,0,2,0,2,12,0,5,0,0,4,0,0,1,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,14,0,0,5,0,0,2,0,2,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,1,0,16,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,1,0,0,1,9,0,0,6,0,0,0,11,0,0,1,2,2,0,4,0,1,0,3,0,0,0,7,5,0,0,0,5,0,4,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,11,3,0,3,0,0,0,0,0,1,0,1,0,0,14,0,3,0,0,11,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,8,0,0,9,6,0,0,1,0,0,5,0,0,0,6,0,0,2,12,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MI.M05812_0263.001.N701---S504.T1r1,T1r1,Control,1,Spat,256,85,24,87,568,76,4,122,28,17,2,85,18,49,12,5,42,0,2,0,33,27,3,7,37,44,0,0,31,41,18,33,12,26,2,5,46,0,0,19,0,2,0,6,4,0,20,0,4,13,41,1,0,2,1,3,0,10,36,0,0,14,6,15,0,8,17,4,0,2,9,9,2,14,10,10,1,6,11,0,3,0,0,12,1,10,4,0,22,15,6,6,7,1,9,0,0,1,6,5,5,0,3,6,3,7,0,0,6,3,1,8,1,0,0,0,1,0,0,0,0,0,13,2,21,0,24,28,3,0,19,10,0,0,0,0,3,7,18,0,0,2,0,0,22,2,0,8,2,0,0,11,0,0,0,1,0,10,0,11,5,12,1,1,3,6,12,0,0,0,0,3,1,0,6,0,8,0,0,3,0,0,1,0,0,0,2,3,0,1,0,2,0,0,0,4,3,3,0,4,1,7,0,4,0,0,9,0,0,8,5,9,0,7,0,0,0,0,0,0,0,3,1,0,0,0,0,2,2,0,9,8,4,1,3,0,0,0,0,0,3,1,1,1,0,10,0,0,0,0,5,0,0,0,0,8,0,2,4,0,0,5,0,0,0,0,1,0,8,0,0,2,0,0,0,3,0,1,3,0,4,0,0,0,4,0,1,0,9,0,0,0,1,0,5,0,0,5,4,1,0,0,0,6,0,4,3,1,0,1,0,0,2,1,0,2,2,0,0,2,4,0,0,0,2,2,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,3,1,0,1,3,4,6,0,1,1,0,0,3,1,0,0,0,0,3,0,0,3,0,1,0,0,0,4,0,2,0,0,0,0,3,0,2,1,0,0,0,0,0,0,9,4,0,10,2,0,0,0,0,0,3,4,0,0,3,2,0,1,4,2,0,2,0,1,0,0,0,0,0,1,3,0,1,0,0,1,0,0,0,0,3,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,5,0,0,1,0,0,6,1,0,0,0,1,0,5,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,4,1,0,0,0,2,6,0,0,0,0,0,0,2,2,0,0,5,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,4
MI.M05812_0263.001.N701---S505.T9r1,T9r1,Low,9,Spat,189,81,12,51,444,80,0,91,27,17,4,49,12,35,4,19,49,1,5,0,45,18,4,9,24,61,12,1,20,45,19,34,11,28,2,8,59,0,0,8,1,3,0,10,7,0,9,0,2,11,2,4,0,373,14,3,0,12,30,1,0,14,3,5,0,9,12,7,5,5,15,0,3,15,5,5,7,6,4,1,2,0,0,8,5,4,9,0,37,13,0,7,12,6,8,0,3,5,16,6,6,0,0,3,1,3,3,0,10,5,1,15,2,0,4,0,4,0,0,1,0,2,0,4,24,1,3,17,4,1,14,2,0,5,0,0,7,2,17,0,1,4,0,0,0,3,112,2,0,0,0,1,0,1,2,0,0,8,0,5,2,7,1,1,2,1,2,0,9,0,5,1,3,0,6,0,9,0,0,2,4,0,1,0,1,0,2,2,2,0,0,1,0,0,1,1,2,0,0,0,2,0,0,2,0,0,7,0,0,1,2,2,0,4,0,0,2,0,0,0,0,2,1,0,0,2,0,2,1,0,1,2,2,3,2,0,0,0,0,0,13,4,0,2,0,3,0,2,0,0,0,1,0,0,0,2,0,0,6,0,2,0,0,0,0,3,1,0,6,0,0,0,0,2,0,0,0,0,2,2,2,0,0,1,1,0,1,0,4,1,0,0,0,0,0,0,0,2,2,4,0,0,0,1,2,1,5,0,0,0,2,0,0,2,2,2,2,0,0,0,3,0,0,0,0,3,0,0,0,0,0,2,2,2,0,2,0,0,1,6,0,0,5,0,0,1,7,7,0,0,0,1,0,1,9,0,0,0,2,0,0,0,1,0,0,0,3,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,2,1,2,2,0,1,1,0,0,0,3,0,5,1,5,1,1,0,0,0,2,4,0,3,0,0,0,1,0,0,0,3,0,0,0,1,0,4,0,0,0,0,1,4,4,0,0,1,0,0,1,0,0,1,0,0,1,2,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,3,0,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,5,0,2,0,0,0,2,0,1,0,0,1,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
MI.M05812_0263.001.N701---S506.T13r1,T13r1,High,13,Spat,292,71,36,76,655,95,2,82,17,20,3,129,13,34,7,4,72,0,5,0,63,27,1,5,25,51,0,0,22,32,16,24,16,33,0,4,21,0,0,13,1,1,0,7,7,0,15,0,9,3,9,0,1,2,4,0,0,14,37,2,2,9,2,11,0,5,11,1,2,4,19,0,1,12,1,8,11,2,16,0,4,0,2,10,3,5,9,0,37,15,0,3,6,4,9,0,3,0,18,2,6,0,13,8,6,3,0,0,7,11,1,16,9,0,3,0,2,0,0,1,0,2,0,2,33,1,4,33,3,1,24,3,0,0,0,0,2,2,20,0,0,3,0,0,1,6,0,2,5,0,0,6,0,3,0,3,2,8,0,3,0,3,3,2,2,8,6,0,0,0,4,4,2,0,9,0,1,0,0,0,0,0,1,3,0,0,4,0,0,1,0,1,0,0,0,0,5,0,0,0,8,3,0,5,0,0,4,1,0,1,1,5,0,8,0,0,0,0,0,0,0,3,2,0,0,2,0,0,2,0,0,20,4,0,0,0,0,0,0,0,8,8,0,0,0,11,0,1,0,0,0,0,0,0,0,1,0,4,5,0,2,0,0,0,0,6,2,4,6,0,0,4,0,0,0,0,0,0,2,6,1,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,4,3,2,2,0,0,0,1,1,9,0,0,0,0,0,1,1,0,0,1,0,1,0,7,0,2,0,1,1,0,0,0,0,0,0,4,2,0,5,0,0,0,1,0,0,0,2,0,0,0,10,0,2,0,0,0,3,5,0,1,0,3,0,0,0,3,2,0,0,7,4,3,0,0,0,0,1,0,1,0,0,1,0,0,0,1,3,0,2,1,0,5,1,0,0,0,0,2,0,2,3,1,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,5,0,1,3,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,1,2,0,1,0,0,2,0,0,0,0,0,1,0,7,4,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,2,1,0,0,0,1
MI.M05812_0263.001.N702---S501.F2H18,F2H18,High,2,18 dpf,226,40,21,57,0,0,0,0,0,109,0,0,0,0,0,0,0,0,67,0,0,0,0,0,19,0,0,0,0,0,0,0,6,0,0,0,0,30,18,0,68,0,0,0,21,9,0,0,0,0,0,0,0,0,0,9,0,0,0,7,0,0,0,23,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,86,0,8,43,0,0,0,6,0,0,0,0,0,0,0,58,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,47,294,0,0,0,0,0,47,3,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,55,0,15,0,8,0,44,0,0,0,33,40,0,0,0,0,0,42,24,0,0,0,0,0,0,8,0,6,0,0,0,8,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,48,0,14,77,0,0,4,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,7,0,51,0,0,0,45,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,0,0,0,0,4,0,17,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,49,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,16,0,0,0,0,0,0,0,11,0,0,0,0,0,0,10,0,15,0,0,0,0,0,7,0,0,0,44,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,15,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MI.M05812_0263.001.N702---S502.F2H1,F2H1,High,2,1 dpf,239,0,3,0,0,96,0,0,0,134,0,1,0,0,0,0,0,0,0,7,0,1,0,2,3,0,0,0,1,0,0,0,104,13,0,3,19,152,127,0,361,4,5,0,0,0,0,0,12,0,24,0,0,0,0,0,10,0,0,43,0,0,0,15,86,0,4,0,41,0,0,0,0,0,0,8,0,0,2,9,0,67,7,0,0,0,4,84,0,11,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,46,0,0,0,0,4,1,4,14,0,0,0,0,0,20,8,0,0,0,0,0,37,1,11,0,0,104,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,61,0,0,0,0,1,1,3,2,0,0,0,3,0,0,0,0,17,6,3,0,0,0,2,0,0,0,21,19,0,0,29,0,2,10,85,0,0,0,0,0,0,22,19,64,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,16,2,0,1,0,4,2,0,0,0,10,0,13,1,6,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,20,1,4,0,0,0,0,0,0,0,0,0,30,0,21,3,0,24,3,0,1,9,28,2,0,4,0,0,8,0,0,7,3,0,21,0,0,0,0,0,17,1,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,4,14,0,0,0,0,0,36,0,0,0,0,1,4,0,2,20,3,0,0,0,0,1,0,1,13,0,10,0,0,5,0,0,4,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,13,0,0,8,0,0,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,2,2,7,4,0,1,5,0,0,3,0,0,0,4,0,0,5,0,1,0,2,1,28,0,2,0,0,0,2,2,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,4,0,0,0,0,0,0,0,3,0,0,12,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,7,0,0,2,2,7,0,0,0,0,2,0,0,1,1,0,0,1,6,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
MI.M05812_0263.001.N702---S504.T1r2,T1r2,Control,1,Spat,256,81,15,71,226,121,14,99,30,37,5,97,53,86,5,10,31,6,0,0,62,48,0,2,16,55,0,0,23,46,20,31,0,32,0,0,54,0,0,9,4,19,0,8,10,0,16,0,18,4,48,0,1,0,13,8,0,18,14,7,1,22,1,5,0,5,17,6,9,7,18,8,10,4,6,8,4,1,7,0,8,2,0,5,2,3,10,0,24,9,15,13,7,7,10,0,6,42,10,6,14,0,2,1,9,2,0,0,8,8,0,20,0,0,0,0,10,0,0,0,0,0,2,3,12,2,0,21,0,0,15,4,0,0,0,0,7,7,32,1,0,2,0,0,0,1,0,3,5,0,0,7,0,0,0,1,0,6,0,6,1,6,0,0,2,7,8,0,0,0,9,0,1,0,0,0,2,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,11,0,0,1,8,4,0,4,0,0,0,2,0,0,0,4,0,0,0,0,0,0,4,0,5,14,2,0,4,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,2,3,0,0,5,0,0,0,0,0,0,5,3,0,11,0,0,3,0,0,0,0,0,0,1,6,3,0,0,0,4,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,4,1,0,0,0,0,0,5,4,1,0,0,3,3,0,0,0,38,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,3,0,5,0,0,4,0,0,1,0,0,1,5,0,2,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,1,0,59,4,1,0,0,3,0,1,0,0,0,2,0,1,0,0,0,0,4,8,0,0,0,0,0,0,15,3,1,0,0,0,0,2,0,0,0,0,0,3,0,0,3,2,1,0,0,0,1,5,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,2,7,0,4,1,2,0,0,1,0,0,0,0,0,0,0,4,0,5,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,2,2,6,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,2,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1
MI.M05812_0263.001.N702---S506.T13r2,T13r2,High,13,Spat,254,108,26,83,230,154,1,108,35,34,10,104,94,41,5,1,50,4,5,0,90,83,4,3,27,91,0,0,22,59,19,35,1,34,1,5,59,0,0,21,3,17,0,3,8,0,3,0,11,13,11,1,0,1,6,5,1,15,33,5,1,24,2,11,0,3,17,13,5,3,17,2,21,24,2,1,6,5,12,0,1,2,1,5,2,10,9,0,23,12,3,5,12,10,17,0,7,0,20,5,15,4,4,3,4,0,0,2,1,7,1,12,2,0,0,0,5,0,0,0,2,1,0,1,19,0,1,10,4,2,20,7,0,5,0,0,9,5,6,0,1,4,0,1,0,0,0,1,26,0,0,10,1,6,0,2,0,3,0,1,3,3,3,0,1,4,0,0,0,0,5,2,2,0,1,3,9,1,0,1,1,0,0,1,4,0,2,0,7,0,0,0,0,0,2,1,1,1,0,0,0,4,0,7,0,0,9,0,3,1,9,1,0,2,0,0,5,0,1,2,1,1,6,0,0,1,0,0,1,0,0,6,6,3,3,0,0,0,0,0,2,4,0,4,1,9,0,1,0,0,2,3,28,0,0,5,0,3,2,0,1,0,0,0,0,1,4,0,4,1,0,1,0,0,0,0,0,0,6,6,2,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,1,0,1,0,1,2,0,0,2,3,7,2,0,0,1,0,3,0,0,1,2,0,1,3,2,0,0,0,3,2,0,3,2,0,0,0,2,0,0,0,0,0,0,1,0,1,2,1,0,2,1,1,0,1,2,0,0,2,0,0,1,2,0,3,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,2,0,1,2,0,0,0,0,4,0,3,1,0,1,1,1,2,0,0,0,2,1,2,0,0,0,0,0,8,3,1,0,2,1,2,1,1,0,0,0,0,3,0,0,1,2,1,0,0,0,4,0,3,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,2,0,0,2,0,0,0,3,0,0,0,1,0,0,0,4,0,0,0,3,0,1,0,0,0,0,5,2,0,3,0,2,0,2,2,0,3,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,1,2,1,0,0,0,0,1,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,3,1,3,0,0,0,6,0,1,0,0,0,0,2
