"","ASV4","ASV6","ASV7","ASV9","ASV13","ASV23","ASV29","ASV32","ASV35","ASV41","ASV55","ASV57","ASV59","ASV75","ASV80","ASV87","ASV90","ASV94","ASV95","ASV96","ASV100","ASV104","ASV111","ASV117","ASV118","ASV122","ASV129","ASV136","ASV142","ASV147","ASV154","ASV157","ASV158","ASV161","ASV166","ASV167","ASV180","ASV188","ASV190","ASV191","ASV201","ASV211","ASV219","ASV227","ASV230","ASV231","ASV236","ASV237","ASV238","ASV245","ASV252","ASV258","ASV265","ASV271","ASV275","ASV297","ASV324","ASV328","ASV332","ASV348","ASV353","ASV381","ASV384","ASV390","ASV397","ASV400","ASV409","ASV410","ASV423","ASV429","ASV431","ASV432","ASV438","ASV450","ASV453","ASV461","ASV478","ASV511","ASV516","ASV534","ASV547","ASV553","ASV585","ASV591","ASV596","ASV597","ASV606","ASV613","ASV622","ASV630","ASV653","ASV665","ASV674","ASV682","ASV711","ASV723","ASV732","ASV745","ASV752","ASV774","ASV777","ASV790","ASV803","ASV816","ASV820","ASV827","ASV849","ASV852","ASV860","ASV914","ASV934","ASV936","ASV942","ASV953","ASV987","ASV997","ASV998","ASV999","ASV1032","ASV1063","ASV1066","ASV1074","ASV1076","ASV1077","ASV1081","ASV1093","ASV1104","ASV1119","ASV1121","ASV1126","ASV1131","ASV1133","ASV1148","ASV1169","ASV1180","ASV1191","ASV1193","ASV1211","ASV1221","ASV1224","ASV1226","ASV1234","ASV1251","ASV1264","ASV1265","ASV1270","ASV1272","ASV1287","ASV1293","ASV1301","ASV1325","ASV1338","ASV1346","ASV1352","ASV1360","ASV1400","ASV1411","ASV1419","ASV1428","ASV1439","ASV1464","ASV1490","ASV1509","ASV1532","ASV1538","ASV1546","ASV1548","ASV1568","ASV1584","ASV1592","ASV1596","ASV1649","ASV1666","ASV1685","ASV1688","ASV1713","ASV1727","ASV1735","ASV1741","ASV1752","ASV1757","ASV1758","ASV1766","ASV1767"
"T16-1-S",0,6.4505519814951,0,0,0,0,5.64211354827812,0,0,0,0,0,0,0,7.63219466677319,0,0,0,0,0,7.66735179321073,5.44010026587186,5.90032510604853,0,0,5.54463988434187,0,0,6.15272734810946,0,0,0,0,5.86037308772423,0,6.94660341145819,0,0,0,0,0,0,0,7.50840228399963,0,0,0,0,0,0,0,0,0,7.3001864433634,0,0,0,0,0,0,0,5.38484535870591,0,7.09169638325402,7.05676809087067,0,0,0,0,0,0,0,0,0,5.26755046154095,6.55436349904355,7.10884845289999,0,4.76028173667931,5.44010026587186,0,0,0,0,6.88819697477614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.20512151874036,6.4505519814951,0,0,0,0,0,6.08500341599589,0,0,0,7.00273702229565,0,7.14255269540607,0,6.60359609403599,0,6.42338843093282,0,5.81928310496544,0,0,0,0,0,0,0,6.80645106337447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78526977704651,0,0,6.15272734810946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49331675315093,0,7.14255269540607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T16-2-S",4.97368872288415,5.78703713902739,0,0,0,0,6.37378236326778,0,0,0,0,4.70043971814109,5.90775942733661,0,8.09428440853994,4.88822976902574,0,4.64940769269372,5.44194419190846,4.42505155627807,7.73707422675094,7.17666883027376,4.71705698364387,5.44194419190846,0,3.97810739415116,4.13473557298001,5.28361836077916,5.08028778895764,6.60116665880167,0,0,6.06531068785364,0,5.261132010289,4.71705698364387,5.02797259222807,0,0,6.81694508201339,4.42505155627807,5.40139360109781,0,8.70897997447686,4.82830857163284,0,4.57842953088192,0,6.27623654199971,0,5.61151371840973,4.68362881899365,0,0,4.88822976902574,8.47010754670041,0,0,0,5.77914577791837,0,4.08439218729037,0,6.17762966616735,0,0,3.41123019630154,5.31670408782435,4.59650412260385,0,4.71705698364387,0,4.08439218729037,2.87288808209666,0,6.28183229426706,5.48138609727861,0,5.57551646570059,4.76579033942608,0,0,5.3910753262398,0,0,0,5.59362736184828,0,0,6.13498292746684,4.40467992379648,5.74714146991283,0,0,0,4.73348502543124,5.261132010289,0,0,5.06738576198468,3.09256611873607,0,7.42444457427309,5.68936653054412,4.25340610879026,5.57551646570059,3.23782906594412,0,4.78167571287778,0,4.57842953088192,0,6.82463291348944,0,3.09256611873607,5.24975602451331,2.00433893572434,0,5.23828962302413,0,5.62037442087823,7.1856516435761,3.80238010664231,0,0,0,0,5.00108595792925,0,0,0,0,0,4.85858024541278,0,5.9005031247398,0,4.29826964421477,4.94576111753471,4.76579033942608,0,4.54158649086431,0,6.41510539560287,3.14262995678689,0,6.35266834612576,0,0,0,4.36305282827357,2.87288808209666,0,4.56012561825677,7.11844078835234,0,5.84866064463938,4.61435506849781,0,0,0,3.86336530797815,4.61435506849781,4.76579033942608,0,5.19149035127725,5.11831569014798,0,6.7778791447897,0,5.24975602451331,0,0,4.57842953088192,5.0145919079136,2.61364525542524,0,0,0,0,0,5.47162625055281,0,0
"T18-1-S",3.29801230465781,6.16359450487223,0,5.6773265923925,4.99659582011035,0,4.98226462675129,4.84644378643188,4.90839214704583,0,0,4.42701625485961,0,0,8.2816634328133,0,0,0,0,4.01317047408214,8.02975373085063,7.77303566558798,4.67882927482433,6.65414906345026,0,0,0,5.1455025453436,7.10140431748105,0,4.54871675285709,5.7297403160986,5.36021443883966,0,6.18252206918112,0,6.38674065482482,5.7467967726031,0,7.42917596057031,0,5.10639177188385,0,7.96745682282528,5.56641555221314,5.2084194491141,6.85627278751487,0,0,4.50927969956038,4.96778964312032,0,0,0,5.61366889161664,7.69609295708465,0,8.77805431488096,5.98823653404482,6.68544820091025,4.78171559427647,6.67657466383219,5.06619110904988,5.40387990269104,4.40569598565429,0,0,0,4.92347235251188,8.47317996849397,0,0,0,5.26870678231419,5.53730234101289,4.48914939988052,6.27360510136041,6.28532634145718,5.46699584594043,5.26870678231419,0,0,0,0,0,4.5871043902868,5.02483806801718,5.59495286862437,5.61366889161664,4.27070112604044,0,0,6.6986570041733,4.76506937652181,6.02365595243828,0,5.39308681102688,5.05253804326789,0,0,4.62449701695493,5.31518601057984,0,0,0,0,0,0,4.64283606368843,0,0,0,4.79817193213267,0,5.22068014414823,0,0,0,0,0,0,0,0,5.05253804326789,0,0,0,0,0,6.47126607036954,0,6.90646942561375,0,0,0,0,0,2.98954833248849,0,0,0,0,0,0,0,0,0,0,0,0,4.2227419478446,0,3.92600540870771,4.93839655682106,0,0,0,0,0,6.52168529380897,0,0,0,0,0,0,6.38674065482482,0,0,4.6609449138415,0,0,4.48914939988052,0,0,4.69649464438244,4.06848576770405,0,0,0,0,0,0,0
"T18-2-S",5.99527415214618,7.22725212471933,5.76787648416104,7.0014845687394,0,0,5.0685908297891,0,6.5549457335696,0,0,0,0,0,7.44826840187801,0,0,0,0,6.5065651403451,7.46101933592044,0,0,6.64709581761679,0,0,5.25585201024798,0,0,0,0,5.76787648416104,0,6.08037341646402,5.13374956862686,0,0,5.36842186233678,0,0,0,0,0,8.11761290211041,0,5.25585201024798,0,4.96497883472534,0,0,0,5.99527415214618,0,5.68334828210273,0,7.78384847673241,0,0,6.97505923063635,7.8580291998502,5.68334828210273,3.36489813385292,0,5.94169595493947,0,5.2262814927494,0,5.57020873403113,0,0,5.90483879547604,0,0,5.63915137997445,0,6.95716954712068,7.45465795588445,0,6.01270032175113,0,6.23684855375371,0,0,0,4.60025868781767,5.34109209942359,0,0,0,0,0,5.76787648416104,0,0,0,0,5.44743567744456,0,5.34109209942359,0,5.7262313631472,0,0,0,0,0,0,0,0,6.12912324120518,0,0,0,0,0,0,0,0,6.2806628849153,0,5.78825675019676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80835311973175,0,0,0,0,0,0,5.82817339356516,5.00034944775292,0,0,6.17627947233502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49780543088325,0,0,0,0,2.49854774890368,0,0,0,0,0,0,0,0,0,0,0
"T20-1-S",0,4.75083971228075,0,0,0,5.73535139297377,5.95880718817929,0,0,0,5.41443861516495,4.86043143315344,5.78066838311095,0,8.18409555102219,0,0,6.30739291366315,0,5.11162232250101,7.95124879376855,4.68085225992934,0,5.99770852356901,5.35575636059439,0,5.93895595974552,6.66245465303372,0,6.27608880373447,5.16386615295249,0,5.3254951640779,5.12924798051587,5.5901774431571,0,5.68856464339274,0,6.42622910716494,4.60729572651089,0,6.25215674636703,0,5.47082694573239,4.41950450997902,3.112668235457,0,5.41443861516495,0,5.09377866262286,5.41443861516495,7.72072138138274,6.28397874066005,5.60284908392012,5.16386615295249,0,0,0,5.35575636059439,2.88261187292003,0,5.74681478781844,0,0,0,5.76947188569103,4.96228274494933,5.75818781417323,4.02676620513929,0,5.5901774431571,0,7.29044386171496,0,5.09377866262286,5.86724329064089,0,5.31012316009294,5.03888401947319,5.66458969898141,0,0,0,5.24694294245554,5.65245114503805,0,0,5.05741528836269,0,5.68856464339274,5.39999030515971,5.09377866262286,5.78066838311095,0,5.66458969898141,0,4.70456066392327,0,0,5.62786327831697,4.20355860480499,0,5.11162232250101,5.41443861516495,5.35575636059439,4.68085225992934,0,4.44787533438758,0,0,5.38539583312396,2.88261187292003,0,5.45693513530831,0,0,0,0,0,0,0,0,0,4.06390039532213,4.30008948847393,4.72788574867043,0,0,0,0,0,0,0,0,6.26815548024623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.98181772773676,0,0,0,0,0,0,3.03998399700734,0,0,0,0,0,0,0,0,0,4.10010270741272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T20-2-S",5.38140390955756,6.90443314406941,0,6.32059219128977,0,6.02856699433271,6.61215619931429,0,4.88158816396463,0,5.35296373212,4.64404399789695,6.34245626326444,0,7.65804294598756,3.92971705080499,0,0,0,0,7.26268739780593,4.86153871483996,0,0,5.80536214762628,0,0,6.01954775340912,6.4267424163273,4.75688605611437,5.4230398155926,0,0,0,7.22787145201393,3.05710829145862,0,0,5.9547831296103,4.54695095554359,0,5.70766801405712,0,0,5.24876134305449,0,5.84674504312041,5.7735268694904,0,0,0,5.6735757431559,5.86699969695296,0,6.53830023689174,0,0,0,5.87702137579111,6.99003355259425,6.05529126161832,6.03753020014698,0,6.22182109120813,0,0,0,3.67787013086485,4.94011704147271,0,5.86699969695296,0,5.6149014848017,0,5.52852961206,0,6.65937326946199,5.85690791528542,6.06409046332354,4.82058404898659,0,0,0,5.16943580302425,0,0,5.33853059946795,5.24876134305449,0,0,4.82058404898659,0,6.28339921797745,5.52852961206,5.8869739190272,0,5.56618102193322,0,0,3.63126439070609,0,4.75688605611437,5.43665564214143,0,5.33853059946795,0,0,0,4.30117804105179,5.32395161325102,0,0,0,0,5.71885539498937,0,0,0,0,0,0,0,0,4.8412067026751,0,0,0,0,0,0,0,0,5.68502958188577,0,0,0,0,0,5.23324133451195,0,0,0,0,0,0,0,0,0,5.06810264858766,0,0,0,0,2.82833147151461,0,4.69024523186079,0,4.57184365082093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06810264858766,0,0,0,0,5.05049957213948,0
"T23-1-S",6.56989063965555,5.95722591612423,0,5.37048127627253,4.58904739882694,0,6.10958517337369,4.09993775281185,0,0,0,0,6.10958517337369,0,6.73520170770953,0,0,4.36512161199068,0,5.84590960937057,6.65491264851837,4.95365943369086,0,8.1680228498614,5.1303285859359,0,0,0,0,6.64663241044082,0,0,0,0,5.19988740468587,0,7.70866427041468,0,0,5.03203778035629,0,0,0,5.64442184163098,0,0,0,0,6.16860705987522,0,0,6.67133190276734,0,0,0,5.83137117244516,5.6609602422536,0,5.75639664585669,0,0,0,0,0,6.21414542599577,0,0,6.66314563387584,0,0,0,0,0,6.71158064497882,0,6.58730061647395,0,4.40494019737838,0,0,0,5.19988740468587,0,0,0,0,0,5.93019165794487,0,5.83137117244516,0,0,0,6.44175716335217,0,6.19155591159784,0,0,0,0,0,5.72528074519807,0,7.34919767520449,3.64777791383318,5.90264112260716,6.03541589371985,0,0,0,0,0,0,0,0,0,0,0,0,0,7.00507409131361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25829025761661,0,6.92517538977533,0,0,0,0,0,0,0,0,0,0,5.78685558624265,0,0,0,4.9265576290646,5.74092258197609,0,0,0,0,0,0,5.32968643450836,0,0,0,0,0,0,0,6.89053252736262,0,0,0,0,0,0,5.26624617713361,0,0,5.88866601438649,0,6.50724596177081
"T23-2-S",5.41503749927884,6.41250504104463,4.96287633736356,5.9194308922262,0,0,5.77007390597814,0,3.53968636259703,0,0,0,5.4714263809121,0,9.11522948065606,5.0016858391943,0,5.60344972809904,0,6.54977812073355,8.83670520572614,6.307998432298,0,7.53546053930358,5.48518583210587,0,0,0,6.8178755522117,5.4714263809121,0,0,0,6.05476580343089,5.42934268768609,4.30067162443404,7.19385218584232,0,0,0,0,3.43013959954587,0,0,0,0,6.7048211612606,5.21488076999078,5.18146499413219,0,0,5.56509560029166,0,0,5.11221784901425,0,5.60344972809904,0,3.11321061044799,4.70515040945785,0,5.73595314425705,0,6.64478824257162,0,0,0,0,0,0,4.83976082148813,0,5.41503749927884,4.65733668027473,0,0,4.88197752286364,0,0,0,0,0,0,0,0,0,5.93955922588299,5.83598592745771,0,0,0,0,0,0,5.97899250617011,5.57799393604439,0,0,0,0,0,5.21488076999078,0,5.57799393604439,0,0,0,0,3.95007477466832,6.63247596192379,4.36161560032846,0,0,5.55208090660297,0,0,0,0,0,0,0,0,4.65733668027473,5.40058904457393,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48595249488999,0,5.55208090660297,5.97899250617011,0,0,0,0,0,0,0,0,0,0,0,5.40058904457393,5.68916601531491,0,5.45753443672049,0,0,6.08218525585129,0,0,5.9194308922262,0,5.45753443672049,0,0,0,6.28458413262491,0,0,0,0,5.0580101358724,0,5.94951905226297,0,4.88197752286364,0,6.42683523793975,0,0,0,0,5.62846413935774
"T24-1-S",5.27688534109461,6.80878545766404,4.90542617228321,6.78978529115436,0,6.00987736426826,6.21607973507054,0,0,0,5.26317492552861,5.14853204885581,5.89899513533447,0,7.55754338906288,0,0,0,0,6.29904509812401,7.40045363624749,0,5.08760287474144,6.35181794843302,5.68944064133061,0,0,5.48019069410376,5.0719598507297,5.49199416705518,0,0,4.47695149439968,6.08972505134628,6.25815872272949,4.79542117068526,6.12805058072768,0,0,0,0,5.31725173650282,0,6.75592072162179,4.90542617228321,0,5.10307810052281,5.64783965506812,0,0,4.61288403736695,5.63724923232279,0,0,5.87214969377765,6.34532594937197,4.85147189803877,0,5.5268359927663,5.23535690824317,0,5.82626645985252,0,5.72987558300418,0,4.99109460033105,0,3.82795314147536,0,0,0,0,0,0,0,6.12046649243695,5.05614534968163,5.5153152926979,3.93559459511317,0,0,4.83302922878604,4.56898103329188,0,0,0,5.34354854557542,5.70979976814377,0,5.50370185253278,0,5.4319867215289,5.0719598507297,0,5.73980969127083,0,0,0,0,5.67915231486709,0,5.05614534968163,0,3.67067117903502,0,4.83302922878604,0,0,5.31725173650282,4.86968177844306,2.70056179938008,0,0,5.53826542217897,5.30392137249802,0,0,5.87214969377765,0,4.1294190496678,0,0,0,0,0,4.00313776675354,0,0,5.27688534109461,0,0,0,0,0,4.77624299947123,5.05614534968163,0,5.89899513533447,0,0,0,0,0,0,0,0,0,0,0,0,5.29046668760062,0,0,0,0,0,0,2.61679211477303,0,1.6781710969062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90542617228321,0,5.53826542217897,0,0,0,0,0,0
"T24-2-S",4.74645770748993,5.80880152304203,0,0,0,0,6.94803905546332,0,0,0,0,0,6.45148897175825,7.09162852714014,8.47368295048478,6.38515955137242,0,0,0,5.71933113275442,8.359872919254,5.68823066044587,5.68823066044587,6.37542998225372,5.6402855623587,6.17688750367177,5.29286445122798,5.52179891655997,0,0,0,6.09625616663818,0,5.46788027064765,6.79587549318535,0,6.01085022810087,0,4.11204408536181,0,5.52179891655997,0,8.06832541203672,6.60091517782788,0,5.95967639219692,0,0,0,0,0,5.87934231570266,0,5.48607797712077,6.32577285567004,6.11975717564124,5.41186799354231,0,4.28830878634019,0,5.50404899973669,0,0,0,0,5.7346335146662,4.83431124868111,0,0,0,4.71594271538603,0,5.48607797712077,6.04807352722093,0,6.46072047907478,0,4.80561708401464,0,0,4.89004220435987,0,6.25324993902165,4.24622018183499,0,5.0697137507117,3.85630311739525,5.43078141388055,0,6.45148897175825,0,5.65644494994915,0,5.62394312389325,4.83431124868111,0,0,0,0,6.48806578296537,0,0,0,0,0,0,4.77634061182979,0,4.80561708401464,0,0,6.6582114827518,0,4.94370011973898,0,5.18559932182879,0,2.8439386899806,6.11975717564124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80880152304203,0,0,5.31339261545883,0,0,0,0,0,0,5.11719072466124,0,0,4.86244581893371,0,0,0,3.39924791668738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13136566312715,0,0,0,0,0,0,0,0,0,0,0,0,4.40767355542197
"T7-1-S",0,8.59037912384407,0,7.97791589223003,8.63137918460671,0,0,8.13442632022093,7.77332239445924,0,0,7.68260450796188,0,0,8.44156094179861,0,0,0,0,0,7.74371242660679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00500068105837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75042785397277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.02790599656988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.83077926756893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T8-1-S",5.52049364371566,0,5.00753007543014,6.00879705682202,0,0,5.18561108653836,0,0,0,0,0,4.50199590757773,0,7.61028977732737,5.07691156465068,0,0,5.41726854963794,5.14310893217639,7.2336019529068,7.30762962643777,0,7.97078426952671,0,5.00753007543014,4.50199590757773,6.40028855878748,6.52138163737791,0,0,0,0,0,5.99691249017163,0,7.73357851856309,0,0,6.92414431691171,0,5.94837031709147,0,3.77381581147789,5.88530156320496,0,0,5.38115098264851,4.02853366083159,0,0,4.32318504680639,0,5.89813781242265,0,0,5.79210018207964,0,0,4.07449349424735,4.98364108159409,5.91086085874117,4.32318504680639,0,5.98492920762625,6.07811908172003,0,6.22798519748756,5.64755535130541,0,6.34510938924938,0,0,0,0,5.73600786184328,0,5.63227128856476,6.26809244260881,0,5.96065983831376,0,0,5.0541531377187,4.36076420476329,0,0,0,0,5.26703396135854,2.65136636353812,5.76432661510687,0,3.77381581147789,0,5.83278304584929,0,0,0,0,0,5.50379424504898,4.72009110314195,0,5.92347268139143,5.20640165631361,0,1.86445760427437,5.77828023176739,0,5.69245938508079,0,0,5.16451651920114,0,0,4.32318504680639,0,0,0,0,4.66106849213975,3.82848438527103,0,7.0787224614625,0,0,6.17623045525234,0,0,0,0,0,5.93597520814679,0,0,0,0,0,0,5.22689686612221,0,0,0,7.51350759623847,0,3.31910548782075,0,0,6.0667942644304,0,5.39932278765369,0,4.72009110314195,0,0,0,0,3.24064897857328,0,4.95934984989747,0,0,0,7.59460359407699,0,0,0,0,0,0,0,0,5.55332350039348,0,0,0,0,0,7.35959991236616,7.34561084657025,0,0,0
"T8-2-S",6.79155935208804,4.08475005156229,0,0,0,0,0,0,0,0,0,6.0632497468055,0,0,8.35907003535808,0,0,0,0,0,8.20169841666625,7.55937518222137,0,7.73184065806143,5.9279021297311,0,0,0,0,0,7.07395446161926,0,0,0,6.47288334218229,0,0,0,0,0,0,0,0,0,6.89195950154655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.02503454312882,0,6.50494383890046,8.21144632735305,6.62650325660646,0,6.47288334218229,0,0,7.91001880022012,0,0,0,0,7.2732605120409,0,0,0,6.44009415233764,0,6.14690524969611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0632497468055,0,0,6.91600457474342,4.6410890922285,0,6.14690524969611,0,0,0,0,0,0,6.01952969442906,0,0,0,0,0,0,8.22112881576676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91600457474342,7.60446260201282,0,0,0,7.49697931984368,0,0,0,2.8048845532333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
