Sample.ID,Treatment,Age,Family,ASV1,ASV3,ASV6,ASV7,ASV8,ASV9,ASV10,ASV11,ASV13,ASV14,ASV15,ASV16,ASV17,ASV18,ASV19,ASV21,ASV22,ASV23,ASV26,ASV27,ASV28,ASV29,ASV30,ASV31,ASV32,ASV33,ASV34,ASV35,ASV36,ASV38,ASV39,ASV40,ASV41,ASV42,ASV43,ASV44,ASV45,ASV46,ASV47,ASV48,ASV49,ASV51,ASV52,ASV53,ASV54,ASV55,ASV57,ASV59,ASV61,ASV62,ASV63,ASV64,ASV66,ASV67,ASV68,ASV69,ASV71,ASV73,ASV74,ASV75,ASV77,ASV78,ASV79,ASV82,ASV83,ASV84,ASV85,ASV86,ASV87,ASV88,ASV89,ASV91,ASV92,ASV93,ASV94,ASV95,ASV96,ASV97,ASV98,ASV99,ASV100,ASV103,ASV104,ASV105,ASV106,ASV107,ASV109,ASV110,ASV111,ASV112,ASV114,ASV115,ASV116,ASV117,ASV118,ASV119,ASV120,ASV123,ASV125,ASV126,ASV128,ASV129,ASV130,ASV131,ASV133,ASV134,ASV135,ASV136,ASV137,ASV138,ASV139,ASV140,ASV143,ASV145,ASV146,ASV147,ASV148,ASV149,ASV151,ASV152,ASV153,ASV155,ASV156,ASV157,ASV159,ASV160,ASV161,ASV162,ASV164,ASV166,ASV169,ASV171,ASV172,ASV174,ASV175,ASV176,ASV177,ASV178,ASV179,ASV180,ASV181,ASV182,ASV183,ASV184,ASV185,ASV186,ASV188,ASV189,ASV190,ASV191,ASV193,ASV194,ASV195,ASV196,ASV198,ASV200,ASV201,ASV202,ASV203,ASV204,ASV206,ASV207,ASV208,ASV209,ASV211,ASV214,ASV217,ASV218,ASV219,ASV220,ASV221,ASV222,ASV223,ASV224,ASV225,ASV226,ASV228,ASV231,ASV232,ASV233,ASV234,ASV235,ASV236,ASV237,ASV239,ASV240,ASV241,ASV242,ASV243,ASV244,ASV245,ASV246,ASV248,ASV249,ASV250,ASV253,ASV254,ASV255,ASV256,ASV257,ASV258,ASV261,ASV262,ASV264,ASV267,ASV268,ASV269,ASV270,ASV271,ASV272,ASV275,ASV276,ASV277,ASV278,ASV279,ASV281,ASV282,ASV284,ASV286,ASV287,ASV288,ASV289,ASV290,ASV291,ASV292,ASV293,ASV294,ASV295,ASV297,ASV298,ASV299,ASV301,ASV302,ASV303,ASV304,ASV305,ASV306,ASV307,ASV309,ASV310,ASV311,ASV312,ASV313,ASV314,ASV315,ASV316,ASV317,ASV318,ASV319,ASV320,ASV323,ASV325,ASV327,ASV328,ASV329,ASV330,ASV332,ASV333,ASV334,ASV335,ASV336,ASV337,ASV338,ASV340,ASV341,ASV342,ASV343,ASV344,ASV345,ASV346,ASV347,ASV348,ASV350,ASV351,ASV353,ASV354,ASV355,ASV356,ASV357,ASV360,ASV362,ASV364,ASV365,ASV367,ASV368,ASV369,ASV371,ASV373,ASV374,ASV375,ASV376,ASV377,ASV378,ASV379,ASV380,ASV381,ASV382,ASV383,ASV385,ASV386,ASV387,ASV389,ASV390,ASV393,ASV395,ASV397,ASV398,ASV399,ASV400,ASV401,ASV402,ASV403,ASV404,ASV405,ASV406,ASV407,ASV408,ASV409,ASV410,ASV411,ASV412,ASV414,ASV417,ASV418,ASV420,ASV421,ASV422,ASV424,ASV426,ASV427,ASV428,ASV431,ASV432,ASV433,ASV435,ASV437,ASV440,ASV441,ASV442,ASV443,ASV444,ASV447,ASV450,ASV451,ASV456,ASV462,ASV464,ASV466,ASV468,ASV471,ASV474,ASV477,ASV479,ASV480,ASV483,ASV486,ASV487,ASV490,ASV492,ASV496,ASV500,ASV502,ASV504,ASV506,ASV507,ASV510,ASV511,ASV517,ASV523,ASV527,ASV531,ASV535,ASV538,ASV539,ASV541,ASV542,ASV544,ASV545,ASV548,ASV549,ASV551,ASV552,ASV556,ASV563,ASV568,ASV576,ASV577,ASV578,ASV579,ASV581,ASV585,ASV597
T7-6,Control,Day 06,2,262,97,0,40,20,38,22,0,297,0,80,0,20,0,0,12,0,0,25,325,0,0,0,0,0,16,0,7,214,39,15,124,12,0,0,0,170,104,19,0,0,7,0,17,0,87,0,0,23,0,0,0,0,0,11,0,0,120,0,0,19,149,1,0,0,27,97,0,25,0,16,0,0,0,98,0,0,31,12,0,0,0,0,12,0,0,0,0,0,0,30,49,29,0,0,91,0,17,0,0,8,0,45,114,69,10,0,0,73,0,0,0,0,62,12,58,0,95,11,14,0,0,0,0,53,4,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,44,0,0,0,0,15,24,0,0,0,0,7,0,0,0,0,0,0,13,0,0,0,0,0,15,10,0,31,36,0,0,0,33,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,9,0,0,48,0,7,21,0,70,0,0,17,0,12,0,21,0,0,13,0,0,0,0,47,24,0,0,0,0,6,0,0,0,23,0,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,3,49,0,0,19,15,0,0,0,0,0,0,0,0,0,0,0,0,17,0,26,0,0,0,2,0,0,0,0,12,0,0,0,21,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,18,0,9,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,18,23,0,0,0,20,0,0,6,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-S-1,Control,Spat,2,107,47,429,6,0,34,20,154,9,230,0,49,0,0,0,32,36,108,0,0,0,108,0,71,110,0,64,11,0,0,0,4,10,28,162,10,0,0,0,64,24,0,31,8,60,0,57,31,0,0,49,36,0,0,13,22,49,0,13,40,0,0,45,34,40,0,0,41,0,22,0,0,0,0,0,45,0,19,1,34,80,0,21,5,34,0,4,37,37,4,0,0,8,8,32,0,0,0,19,0,0,30,0,0,0,0,0,8,0,30,3,0,21,0,0,0,8,0,0,0,24,18,7,11,4,0,17,64,0,17,16,16,15,5,15,9,0,21,0,0,0,0,18,0,0,5,0,0,0,13,19,11,0,23,22,7,8,13,0,0,0,0,19,62,0,0,0,8,0,0,12,16,0,0,0,14,20,0,0,0,16,0,16,3,5,17,0,2,8,0,0,10,17,6,0,0,8,39,0,2,0,0,20,0,7,7,7,22,0,0,0,0,0,2,7,15,0,9,0,0,22,8,8,9,0,0,12,17,0,32,0,0,3,18,0,4,0,26,0,12,24,9,0,10,13,0,7,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,5,0,9,0,10,0,4,0,25,0,24,0,0,0,16,0,0,13,0,8,19,4,0,0,17,14,0,10,9,0,0,0,1,8,0,13,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,8,6,0,0,0,0,0,12,16,5,0,0,0,5,15,0,0,0,0,9,0,12,0,10,2,0,8,8,0,0,8,2,0,5,0,6,0,7,4,0,0,0,0,8,6,0,0,4,0,0,12,0,0,0,0,0,0,7,20,0,0,0,0,0,16,0,10,0,5,11,61,47,0,20,0,0,6,0
T7-S-2,Control,Spat,2,209,0,277,0,59,0,58,108,0,95,0,210,0,0,0,0,81,94,0,0,0,79,0,52,83,0,0,0,0,17,0,0,0,96,102,0,7,0,0,115,51,0,50,16,31,0,0,87,0,0,53,41,0,0,0,0,94,0,0,45,0,0,97,79,0,0,0,18,0,0,0,35,0,0,0,0,0,103,0,134,0,0,81,0,33,0,0,59,51,0,0,0,0,22,33,0,0,0,104,0,0,30,0,0,0,0,0,0,0,49,0,0,47,0,0,0,35,0,0,0,67,24,0,0,0,0,0,30,0,0,35,42,18,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,45,59,61,0,43,0,45,0,19,0,0,0,0,0,0,0,0,0,28,0,0,35,0,0,0,0,24,0,0,0,0,65,32,0,0,0,49,0,32,11,0,0,0,0,0,0,0,0,45,0,0,0,0,12,0,40,0,0,19,0,0,0,0,0,0,5,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,69,5,0,0,13,0,21,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,35,0,0,0,46,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,7,0,0,0,0,0,0,39,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,38,0,0,0,0,0
T8-1,Probiotics,Day 01,2,58,38,0,720,162,81,59,40,0,0,34,0,97,390,227,0,0,0,4,27,59,0,379,0,0,111,0,17,0,0,46,0,89,0,0,26,0,19,37,0,0,108,0,9,0,0,0,0,20,0,0,0,0,30,0,5,0,0,0,0,0,0,3,21,0,4,29,0,85,0,0,0,0,82,0,0,0,0,0,0,0,34,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,158,10,0,5,0,0,0,118,9,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,32,0,0,62,0,0,0,14,0,0,0,0,0,59,0,0,0,0,26,0,0,0,0,0,0,0,0,60,3,0,0,0,0,34,0,0,0,0,0,22,31,83,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,41,0,0,0,0,0,15,0,0,39,0,0,44,15,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,14,34,0,0,0,0,0,61,0,24,0,0,0,0,0,41,0,38,22,0,0,0,0,11,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,23,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T8-15,Probiotics,Day 15,2,723,335,0,0,18,55,78,31,45,0,58,0,103,0,0,158,0,0,43,74,0,0,0,0,0,0,0,78,0,63,0,0,33,0,0,25,78,81,22,0,0,0,0,43,0,49,0,0,58,0,0,0,0,0,8,42,0,21,78,0,0,30,0,0,0,45,45,0,47,0,40,0,33,16,0,0,58,0,39,0,0,0,0,23,0,0,0,0,0,0,46,24,33,9,0,9,30,11,0,0,52,0,23,0,0,0,0,50,0,0,0,0,0,13,0,0,0,0,66,62,0,6,59,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,62,0,17,0,19,0,0,17,23,0,0,0,0,0,0,0,0,0,0,4,32,0,22,0,0,0,24,0,10,14,32,0,0,0,16,52,0,0,0,0,0,0,0,0,11,0,0,0,0,0,25,0,10,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,19,0,0,10,0,0,0,0,0,514,0,0,10,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,8,7,0,0,0,0,0,0,0,0,0,0,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156
T8-3,Probiotics,Day 03,2,623,311,0,196,62,145,77,0,285,0,193,0,79,85,22,81,0,0,0,37,25,0,100,0,0,23,61,0,6,0,75,150,0,0,0,81,43,60,0,15,0,0,0,0,0,85,0,0,13,0,0,0,6,35,163,0,43,0,0,0,0,0,0,0,0,13,38,0,0,0,47,0,18,0,0,0,0,0,0,0,0,0,0,28,0,35,0,0,0,28,3,8,0,0,0,0,0,17,0,0,0,0,0,0,31,72,0,0,0,0,0,0,0,8,21,32,0,0,0,33,0,0,44,0,25,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,21,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,64,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,13,18,0,73,0,0,0,0,0,17,0,0,17,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,13,0,0,0,0,24,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,9,0,25,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,10,0,12,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T8-6,Probiotics,Day 06,2,603,325,0,41,28,0,124,25,235,0,107,0,98,0,0,6,0,0,23,204,0,0,0,0,0,0,0,71,0,147,30,95,0,0,0,0,110,85,0,24,0,18,0,116,0,94,0,0,67,0,0,0,0,0,0,0,0,125,0,0,0,110,4,0,0,0,113,0,0,0,27,0,0,0,0,0,0,47,33,0,0,0,0,26,0,0,0,0,0,0,0,50,15,0,0,88,0,0,0,0,28,0,0,76,96,11,0,0,52,0,0,0,0,51,0,0,0,48,31,0,0,0,0,0,32,64,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,47,0,0,0,0,48,68,0,0,0,0,121,0,0,0,0,0,0,0,10,0,0,0,0,28,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,31,22,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,41,16,0,0,0,0,0,0,0,0,24,0,42,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,41,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T8-S-1,Probiotics,Spat,2,130,91,311,0,0,15,81,163,0,142,0,141,0,0,0,26,65,88,0,0,0,88,0,79,158,0,67,19,0,2,0,0,23,80,13,15,0,12,0,104,47,0,66,0,64,0,54,24,0,0,83,71,0,0,11,29,56,0,13,55,8,0,31,54,55,7,0,36,0,28,0,0,0,3,0,13,0,10,0,49,0,0,25,6,15,0,16,36,17,0,12,0,4,16,25,0,0,0,33,0,6,19,0,0,0,0,0,0,0,50,0,0,44,0,0,11,35,0,0,0,18,13,0,43,6,0,40,44,0,22,27,0,21,0,21,17,0,30,0,0,0,0,22,11,0,15,0,0,0,16,25,17,0,22,10,19,16,20,0,0,0,0,16,0,0,0,0,6,0,0,11,9,0,0,0,9,0,0,24,0,0,0,15,0,0,12,6,15,0,0,0,0,28,11,0,0,0,45,0,0,0,12,10,0,31,18,23,11,0,0,0,0,0,0,22,6,0,13,0,0,30,15,10,0,0,0,16,12,0,18,0,0,12,16,0,8,0,0,0,10,22,10,9,10,0,0,17,0,0,0,0,0,0,10,8,0,0,0,0,0,7,9,13,0,3,0,26,0,0,0,17,0,8,0,0,0,10,0,0,8,0,4,3,18,0,0,0,0,0,0,0,0,0,0,7,5,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,6,12,0,0,0,0,0,0,10,0,0,0,0,0,2,4,0,0,0,0,7,0,20,0,0,0,0,0,17,0,0,5,0,0,0,0,7,0,27,0,0,0,0,0,4,0,0,1,9,0,6,27,0,0,0,0,0,0,0,23,0,0,0,0,0,20,10,0,4,11,4,0,0,26,0,0,0,12,0
T8-S-2,Probiotics,Spat,2,108,74,456,19,30,25,43,152,5,217,0,50,0,0,11,32,55,61,0,0,15,66,0,79,141,17,48,13,0,0,0,0,16,17,99,0,8,0,14,73,38,0,59,0,50,0,32,25,0,0,63,28,0,0,17,24,30,4,0,121,4,0,84,43,18,2,0,124,0,44,0,21,0,0,0,0,0,49,0,19,56,8,27,5,28,0,23,27,20,0,0,0,0,12,19,0,0,0,30,0,17,23,0,0,0,0,0,7,0,39,0,0,22,0,0,0,18,0,0,0,48,13,0,17,0,0,61,27,9,48,34,27,21,0,27,25,0,45,0,0,0,0,0,15,0,0,0,0,0,19,29,31,0,23,24,15,26,24,0,0,0,0,20,0,0,0,0,0,0,3,29,16,0,0,1,0,0,0,0,0,24,0,17,6,0,12,0,0,10,0,0,0,15,12,0,0,0,37,0,0,0,0,22,0,23,16,0,17,0,0,7,0,0,0,9,20,0,15,0,0,15,8,7,11,6,0,0,19,0,21,0,0,12,0,0,15,0,32,0,7,15,8,0,10,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,6,0,21,0,0,0,0,0,9,0,21,0,0,0,0,0,0,11,0,15,4,0,0,0,17,0,0,0,6,0,9,0,15,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,9,8,0,8,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,4,8,0,0,0,0,0,0,0,4,0,0,13,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,26,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,8,0,0,19,0,0,0,8,0
T9-1,Probiotics + HT,Day 01,2,152,60,0,782,169,100,88,0,0,0,49,0,118,319,426,0,0,0,44,19,181,0,164,18,0,105,30,0,0,0,0,4,22,0,0,24,0,0,22,22,0,162,11,11,0,0,0,0,34,0,0,0,32,73,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,8,135,0,0,21,0,0,0,0,52,0,38,0,24,0,0,0,0,19,0,6,0,0,0,0,0,18,141,0,0,0,16,29,0,33,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,29,0,0,54,0,0,0,0,0,0,0,0,0,23,0,49,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,33,0,46,0,32,0,4,0,0,0,0,0,0,26,0,0,0,0,32,0,0,0,28,0,22,0,7,0,0,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,44,0,27,0,0,0,45,0,0,0,0,14,15,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2,0,0,23,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T9-15,Probiotics + HT,Day 15,2,628,339,0,0,61,52,75,45,71,0,48,0,137,0,0,200,0,0,63,89,0,0,0,31,0,0,0,89,0,53,0,39,0,0,0,0,87,63,0,0,0,0,0,35,0,90,0,0,85,0,0,0,25,0,41,48,0,27,103,0,0,42,0,0,0,85,19,0,20,0,31,0,50,29,0,0,88,0,45,0,0,0,0,0,0,0,0,0,0,0,76,37,28,0,0,29,50,34,0,0,50,0,63,0,0,0,0,57,14,0,0,0,0,33,0,0,0,0,55,49,0,0,101,0,24,0,0,0,0,0,0,0,0,5,0,0,29,0,0,63,0,30,0,0,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,36,0,39,0,0,0,10,0,0,33,26,0,0,43,14,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,17,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,21,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,43,0,0,0,0,30,0,0,0,0,0,22,0,0,5,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0
T9-3,Probiotics + HT,Day 03,2,615,279,0,194,63,84,55,17,239,0,241,0,0,81,19,28,0,0,0,45,43,0,148,7,0,25,0,15,0,0,87,118,0,0,0,39,31,89,41,0,0,0,0,35,0,50,0,0,25,0,0,0,9,32,41,0,31,16,0,0,0,19,19,0,0,42,18,0,0,13,25,6,0,8,0,0,14,27,23,0,0,35,0,0,0,26,0,0,0,15,17,17,5,3,0,29,0,9,0,0,13,8,19,29,0,72,0,0,24,0,22,0,0,28,23,54,0,13,13,19,0,0,0,0,12,190,0,0,0,0,0,0,0,0,20,0,7,0,0,12,0,25,0,0,9,16,0,4,36,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,41,5,0,0,22,18,0,0,0,21,0,0,0,19,0,16,0,0,0,0,0,0,17,0,0,7,0,0,0,0,8,9,0,0,14,0,0,0,0,0,0,0,0,0,14,25,10,0,0,0,0,0,12,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,21,2,0,0,35,0,0,0,0,0,0,0,0,0,0,0,74,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,36,0,0,0,3,0,0,9,0,0,0,6,0,0,0,0,0,0,0,0,14,0,0,18,0,0,0,0,0,0,4,0,0,9,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,21,41,6,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,19,0,3,26,0,0,0,0,0,6,0,0,0,0,0,25,0,0,0,0,0,22,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T9-6,Probiotics + HT,Day 06,2,703,383,0,28,156,40,51,35,260,0,186,0,102,0,0,39,0,0,42,133,16,0,59,0,0,53,0,17,219,95,40,141,11,0,0,8,57,59,37,12,0,0,0,55,0,42,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,70,0,0,0,38,60,0,0,0,47,0,0,0,119,0,0,0,21,0,0,0,0,44,0,0,0,0,0,0,13,50,24,9,0,37,0,21,0,0,13,0,7,0,39,9,0,0,41,0,0,0,0,0,0,47,0,24,19,10,0,0,0,0,64,17,0,0,40,0,0,0,0,28,0,0,21,0,0,0,0,29,0,0,0,0,22,0,0,0,0,0,29,0,0,0,0,32,0,0,0,0,0,0,0,18,0,0,0,29,0,0,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,20,0,0,0,0,24,0,0,0,0,19,19,7,0,0,21,0,0,0,0,0,10,0,0,0,0,0,0,0,0,19,0,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,23,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,18,0,0,17,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,5,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T9-S-1,Probiotics + HT,Spat,2,95,59,269,8,32,8,59,157,14,146,0,86,25,0,10,35,210,214,0,0,27,62,0,84,126,0,71,28,0,11,9,0,12,56,0,8,0,0,17,67,132,0,40,5,56,0,40,15,0,0,32,76,0,0,23,17,45,0,0,247,0,0,45,30,50,0,0,20,0,28,0,13,0,0,0,0,0,41,11,27,0,0,54,22,38,0,37,21,18,0,0,0,0,7,15,0,0,4,42,0,0,14,0,8,0,0,0,0,0,19,0,0,51,0,0,0,17,0,0,0,16,25,0,18,0,0,113,14,0,0,11,33,13,23,22,36,12,11,0,0,0,0,31,0,0,0,0,0,0,20,11,10,0,15,15,20,0,27,0,0,0,0,14,46,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,3,23,0,20,7,0,21,8,18,28,0,0,0,0,5,0,0,18,16,0,1,0,6,10,0,0,13,5,14,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,3,0,0,0,5,0,0,0,0,38,12,0,0,0,0,14,12,0,0,31,12,0,0,8,0,0,0,0,0,0,4,0,0,0,0,6,8,18,0,10,0,6,0,0,0,0,0,16,0,0,0,0,0,0,0,0,6,0,15,18,0,0,0,22,8,0,0,3,0,16,0,6,0,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,14,0,0,0,0,0,9,0,12,10,0,0,0,0,1,0,18,0,19,0,0,0,5,0,0,0,0,14,4,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
