Sample.ID,Treatment,Age,Family,ASV1,ASV3,ASV6,ASV7,ASV8,ASV9,ASV10,ASV11,ASV13,ASV14,ASV15,ASV16,ASV17,ASV18,ASV19,ASV21,ASV22,ASV23,ASV26,ASV27,ASV28,ASV29,ASV30,ASV31,ASV32,ASV33,ASV34,ASV35,ASV36,ASV38,ASV39,ASV40,ASV41,ASV42,ASV43,ASV44,ASV45,ASV46,ASV47,ASV48,ASV49,ASV51,ASV52,ASV53,ASV54,ASV55,ASV57,ASV59,ASV61,ASV62,ASV63,ASV64,ASV66,ASV67,ASV68,ASV69,ASV71,ASV73,ASV74,ASV75,ASV77,ASV78,ASV79,ASV82,ASV83,ASV84,ASV85,ASV86,ASV87,ASV88,ASV89,ASV91,ASV92,ASV93,ASV94,ASV95,ASV96,ASV97,ASV98,ASV99,ASV100,ASV103,ASV104,ASV105,ASV106,ASV107,ASV109,ASV110,ASV111,ASV112,ASV114,ASV115,ASV116,ASV117,ASV118,ASV119,ASV120,ASV123,ASV125,ASV126,ASV128,ASV129,ASV130,ASV131,ASV133,ASV134,ASV135,ASV136,ASV137,ASV138,ASV139,ASV140,ASV143,ASV145,ASV146,ASV147,ASV148,ASV149,ASV151,ASV152,ASV153,ASV155,ASV156,ASV157,ASV159,ASV160,ASV161,ASV162,ASV164,ASV166,ASV169,ASV171,ASV172,ASV174,ASV175,ASV176,ASV177,ASV178,ASV179,ASV180,ASV181,ASV182,ASV183,ASV184,ASV185,ASV186,ASV188,ASV189,ASV190,ASV191,ASV193,ASV194,ASV195,ASV196,ASV198,ASV200,ASV201,ASV202,ASV203,ASV204,ASV206,ASV207,ASV208,ASV209,ASV211,ASV214,ASV217,ASV218,ASV219,ASV220,ASV221,ASV222,ASV223,ASV224,ASV225,ASV226,ASV228,ASV231,ASV232,ASV233,ASV234,ASV235,ASV236,ASV237,ASV239,ASV240,ASV241,ASV242,ASV243,ASV244,ASV245,ASV246,ASV248,ASV249,ASV250,ASV253,ASV254,ASV255,ASV256,ASV257,ASV258,ASV261,ASV262,ASV264,ASV267,ASV268,ASV269,ASV270,ASV271,ASV272,ASV275,ASV276,ASV277,ASV278,ASV279,ASV281,ASV282,ASV284,ASV286,ASV287,ASV288,ASV289,ASV290,ASV291,ASV292,ASV293,ASV294,ASV295,ASV297,ASV298,ASV299,ASV301,ASV302,ASV303,ASV304,ASV305,ASV306,ASV307,ASV309,ASV310,ASV311,ASV312,ASV313,ASV314,ASV315,ASV316,ASV317,ASV318,ASV319,ASV320,ASV323,ASV325,ASV327,ASV328,ASV329,ASV330,ASV332,ASV333,ASV334,ASV335,ASV336,ASV337,ASV338,ASV340,ASV341,ASV342,ASV343,ASV344,ASV345,ASV346,ASV347,ASV348,ASV350,ASV351,ASV353,ASV354,ASV355,ASV356,ASV357,ASV360,ASV362,ASV364,ASV365,ASV367,ASV368,ASV369,ASV371,ASV373,ASV374,ASV375,ASV376,ASV377,ASV378,ASV379,ASV380,ASV381,ASV382,ASV383,ASV385,ASV386,ASV387,ASV389,ASV390,ASV393,ASV395,ASV397,ASV398,ASV399,ASV400,ASV401,ASV402,ASV403,ASV404,ASV405,ASV406,ASV407,ASV408,ASV409,ASV410,ASV411,ASV412,ASV414,ASV417,ASV418,ASV420,ASV421,ASV422,ASV424,ASV426,ASV427,ASV428,ASV431,ASV432,ASV433,ASV435,ASV437,ASV440,ASV441,ASV442,ASV443,ASV444,ASV447,ASV450,ASV451,ASV456,ASV462,ASV464,ASV466,ASV468,ASV471,ASV474,ASV477,ASV479,ASV480,ASV483,ASV486,ASV487,ASV490,ASV492,ASV496,ASV500,ASV502,ASV504,ASV506,ASV507,ASV510,ASV511,ASV517,ASV523,ASV527,ASV531,ASV535,ASV538,ASV539,ASV541,ASV542,ASV544,ASV545,ASV548,ASV549,ASV551,ASV552,ASV556,ASV563,ASV568,ASV576,ASV577,ASV578,ASV579,ASV581,ASV585,ASV597
T13-6,Control,Day 06,3,522,232,0,34,30,32,95,16,119,0,73,0,41,0,0,39,0,0,70,149,0,0,12,0,0,0,0,24,729,114,11,55,17,0,0,0,94,46,20,0,0,8,0,43,0,68,0,0,47,0,0,0,36,0,7,40,0,66,16,0,24,81,0,30,0,31,22,0,21,0,28,0,0,0,353,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,20,5,0,3,0,55,0,64,0,0,23,0,40,67,0,5,0,11,44,0,0,0,0,32,0,0,0,53,20,0,0,0,0,0,23,0,0,0,0,0,0,0,0,5,0,0,39,0,0,0,0,9,0,0,0,0,10,12,0,0,0,0,28,0,0,0,0,0,0,11,0,0,0,0,0,0,11,0,22,9,0,0,30,24,24,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,7,0,38,0,0,4,0,0,31,17,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,0,0,21,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,19,7,0,10,0,13,0,0,0,0,0,0,0,45,0,0,0,16,0,0,0,0,0,0,14,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T13-S-1,Control,Spat,3,124,72,338,19,36,26,75,101,10,148,16,282,15,0,0,25,199,153,0,0,9,206,0,47,46,0,87,27,0,16,0,0,0,141,0,0,10,0,32,63,105,0,53,2,53,0,110,30,0,0,25,27,0,0,32,20,54,0,0,0,0,0,0,22,34,0,0,36,0,22,0,22,0,17,0,16,0,25,0,27,0,0,25,8,15,8,26,19,39,0,0,0,0,9,30,0,0,0,55,0,0,19,0,0,0,0,27,0,0,24,0,0,18,0,0,0,15,0,0,0,30,19,0,33,0,0,0,15,0,10,12,18,40,3,0,21,0,0,0,0,0,0,47,0,0,0,0,0,0,34,23,13,0,15,18,10,0,4,0,0,0,2,18,0,0,0,11,0,0,0,26,24,0,0,0,29,17,0,51,11,29,0,0,8,0,19,0,9,24,0,0,0,0,4,0,0,12,6,0,14,0,0,0,0,16,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,9,8,0,21,0,0,0,0,0,22,8,0,17,0,0,0,21,0,10,13,0,0,0,4,0,0,0,0,0,0,8,18,0,0,0,26,0,13,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,16,0,10,4,0,0,0,0,0,3,0,0,0,12,0,0,0,0,6,19,0,10,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,11,25,0,0,0,4,0,0,11,0,0,0,0,7,0,0,0,0,0,0,13,0,0,0,0,0,14,5,0,0,0,0,30,0,0,0,0,13,0,0,34,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,13,16,4,0,8,0,0,0,0,0,0,6,0
T14-1,Probiotics,Day 01,3,31,24,0,413,55,17,52,23,34,0,50,0,59,166,140,16,0,0,7,37,43,0,250,15,0,21,29,0,0,1,11,0,197,0,0,64,0,46,509,0,0,65,0,0,0,3,0,0,11,0,0,0,0,19,0,0,0,17,0,0,0,7,12,0,17,11,10,0,35,0,12,183,0,11,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,97,27,13,0,0,0,14,0,0,0,40,9,0,0,45,0,0,110,0,1,0,34,0,0,5,274,0,0,0,0,0,0,0,0,0,3,0,0,0,25,0,0,0,26,0,0,0,0,0,23,0,29,0,0,15,0,0,10,0,0,0,0,0,24,0,0,0,0,0,0,5,0,0,0,0,0,14,95,0,0,0,0,0,0,0,14,0,0,0,0,8,0,0,0,0,26,0,0,0,3,9,14,17,0,0,39,0,0,0,0,72,0,0,0,0,0,0,0,0,15,0,8,48,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,73,0,0,0,0,5,21,0,0,0,8,15,0,0,0,0,0,0,58,0,71,0,16,19,0,0,2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,31,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,47,0,0,0,0,0,0,0,0,12,0,0,0,0,0,46,0,4,0,0,0,0,0,6,0,0,0,0,0,17,0,0,9,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T14-15,Probiotics,Day 15,3,1012,486,0,33,27,58,137,45,46,0,45,0,61,30,0,254,0,0,9,21,0,0,0,16,0,0,0,107,0,59,0,12,15,0,0,0,20,0,9,0,0,0,0,62,0,38,0,0,66,0,0,0,0,0,44,90,0,0,128,0,0,0,0,36,0,42,0,0,28,0,22,0,11,10,0,0,87,19,16,0,0,0,0,12,0,0,0,0,0,0,12,20,21,35,0,0,49,32,0,0,19,0,0,0,39,0,0,19,11,0,0,0,0,0,0,0,0,0,45,65,0,0,57,0,5,0,0,0,0,0,0,0,0,0,16,0,0,27,0,53,0,25,0,31,43,0,20,13,0,0,0,0,0,1,0,0,0,0,0,44,0,81,0,0,0,0,0,40,0,0,0,0,32,1,0,0,0,0,0,10,0,0,0,8,14,0,0,0,8,10,0,12,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,19,0,0,17,0,0,42,0,0,15,0,4,0,0,1,0,0,0,0,0,0,25,0,0,22,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,35,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,26,0,0,0,0,0,13,0,12,0,2,15,14,0,0,0,0,0,0,27,0,13,33,0,0,0,0,0,0,0,0,0,0,38,0,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,19,0,0,0,0,0,0,15,0,0,5,0,0,0,0,0,6,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T14-2-2,Probiotics,Spat,3,109,59,252,0,20,0,60,164,8,105,0,101,0,0,0,21,145,157,0,0,0,317,0,83,58,0,54,0,8,33,0,0,0,69,19,0,0,0,0,21,78,0,99,0,56,0,183,54,0,0,90,66,0,0,5,55,0,0,0,0,0,0,52,21,0,0,0,149,0,33,0,0,0,0,0,74,0,63,0,19,0,0,0,5,38,0,36,32,59,0,0,0,0,0,35,0,0,0,48,0,0,14,0,0,0,0,0,0,0,24,0,0,32,0,0,0,28,0,0,0,39,27,0,0,0,0,0,4,0,0,13,24,0,9,40,36,0,0,0,0,0,0,41,0,0,0,0,0,0,28,23,0,0,30,41,20,0,18,0,0,0,0,0,0,0,0,0,34,0,0,26,0,0,0,0,24,27,0,35,0,40,0,0,0,0,0,0,15,0,0,0,0,13,0,0,0,0,0,0,0,0,8,14,0,10,8,9,9,0,0,0,0,0,0,0,5,0,0,11,0,0,22,8,25,0,0,0,0,0,0,0,0,0,13,0,17,0,0,38,0,0,0,0,11,20,0,10,0,0,0,0,0,0,19,37,0,0,0,12,0,13,0,0,0,28,0,0,0,0,0,5,0,0,0,0,0,0,0,0,30,0,7,8,15,0,26,0,0,0,0,0,0,0,0,18,0,0,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,23,0,0,0,25,0,16,0,0,0,0,0,0,0,8,0,0,0,26,0,16,0,0,0,0,0,12,0,0,0,0,0,0,0,33,0,10,0,0,0,0,0,0,0,0,17,20,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,22,0,0,0,2,0,0,0,0,0,0,0,0
T14-3,Probiotics,Day 03,3,420,231,0,87,30,39,71,12,417,0,126,0,73,52,10,58,0,0,0,117,0,0,48,0,0,0,44,0,0,0,49,228,21,0,0,57,98,81,40,0,0,0,0,35,0,75,0,0,16,0,0,0,23,0,0,0,52,55,0,0,0,39,0,63,0,64,75,0,29,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,0,0,0,58,0,0,0,0,26,0,28,29,82,41,9,7,28,0,0,0,0,49,0,69,0,52,6,3,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,75,0,0,24,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,66,9,0,45,36,8,0,0,6,57,0,0,0,0,0,24,0,21,0,0,0,0,25,0,0,7,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,30,0,0,0,11,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,24,0,0,0,51,0,0,30,0,0,0,10,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,78,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,55,0,0,0,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T14-6,Probiotics,Day 06,3,440,239,0,23,48,16,76,21,146,0,120,0,77,0,0,96,0,0,49,279,0,0,0,0,0,0,0,13,55,126,26,53,38,0,0,0,178,83,0,0,0,0,0,25,0,69,0,0,24,0,0,0,0,0,0,36,0,137,0,0,0,129,0,0,0,45,74,0,0,0,50,15,0,11,17,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,13,29,28,10,0,55,0,82,0,0,45,0,28,67,33,5,0,0,34,0,0,0,0,57,22,73,0,88,17,38,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,26,0,0,31,0,34,50,0,0,0,0,53,0,0,0,0,0,0,52,0,0,0,0,0,0,0,3,22,11,0,0,30,20,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,30,0,14,0,0,0,0,0,0,25,0,0,24,0,61,0,0,0,0,0,8,12,0,0,0,0,0,0,0,51,26,0,0,0,0,0,0,0,0,11,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,31,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,35,0,3,20,0,21,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,46,3,14,0,0,10,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
T14-S-1,Probiotics,Spat,3,100,43,219,0,19,0,26,159,9,126,0,405,0,0,0,12,163,149,0,0,16,359,0,101,61,0,58,13,0,7,0,0,14,205,0,6,0,0,0,24,68,0,57,7,53,0,162,40,0,0,40,57,0,0,16,20,9,0,9,58,0,0,28,25,31,4,0,27,0,25,0,0,0,0,0,32,0,27,5,8,11,0,15,0,17,0,19,33,37,0,0,0,2,12,26,0,0,0,31,0,5,20,0,0,0,0,0,0,0,20,0,0,20,0,0,0,30,2,0,0,17,14,0,6,0,0,30,11,0,11,19,30,0,0,14,12,4,13,0,0,0,0,48,0,0,3,0,0,0,22,23,9,0,32,18,12,33,15,0,0,0,0,13,0,0,0,0,22,0,0,11,23,0,0,0,14,35,0,13,0,5,0,0,0,0,11,0,9,3,0,0,0,14,7,0,1,0,7,0,3,0,0,7,0,11,0,0,12,0,0,0,0,10,0,28,8,0,4,0,0,7,7,9,12,6,0,10,0,0,0,0,0,0,6,0,10,0,9,19,8,0,12,16,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,7,0,17,0,8,0,11,0,9,0,0,0,9,0,1,0,0,0,15,0,0,7,0,6,5,11,0,4,0,10,0,0,18,0,8,0,0,14,0,10,29,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,27,9,21,0,11,0,6,0,1,4,0,0,0,0,8,0,0,0,12,0,0,4,5,5,0,8,0,0,4,0,16,0,0,2,0,0,0,0,0,0,0,5,3,0,0,0,0,20,0,0,0,0,9,0,0,0,0,0,0,0,0,18,3,0,0,6,14,0,0,0,0,1,0
T15-15,Probiotics + HT,Day 15,3,1079,523,0,29,51,26,130,27,45,0,39,0,48,0,0,142,0,0,23,37,0,0,0,25,0,32,0,90,0,25,28,0,14,0,0,22,50,54,18,0,0,0,0,42,0,55,0,0,45,0,0,0,0,0,50,32,0,12,81,0,0,0,0,50,0,28,28,0,59,0,25,0,25,0,0,0,48,36,18,0,0,0,0,15,0,0,0,0,0,0,32,32,37,16,0,0,272,3,0,0,39,0,13,0,46,0,0,26,0,0,0,0,0,10,0,29,0,0,19,38,0,5,37,0,8,0,0,0,0,0,0,0,0,22,0,0,0,0,0,18,0,13,0,0,0,0,16,41,15,0,0,0,0,0,0,0,0,6,16,15,0,30,0,0,0,9,0,10,0,20,0,0,23,11,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,22,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,9,45,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,12,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,13,0,0,8,0,9,0,0,0,0,0,0,0,0,0,13,99,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T15-2,Probiotics + HT,Day 01,3,45,21,0,577,52,45,49,16,17,0,301,0,83,271,244,0,0,0,35,41,350,0,135,0,0,22,0,7,0,0,0,0,42,0,0,89,31,40,0,0,0,94,0,11,0,19,0,0,0,0,0,0,0,171,3,0,0,19,0,0,0,12,0,0,0,28,16,0,0,0,0,217,0,51,0,0,0,0,0,0,0,115,0,27,0,0,0,0,0,30,18,24,0,0,0,0,0,0,0,37,23,0,8,0,0,0,35,0,14,0,39,0,0,10,17,0,0,0,0,0,0,0,10,0,6,9,0,0,26,0,0,0,0,0,0,0,0,0,54,33,168,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,65,0,56,0,45,0,8,19,0,0,0,0,5,41,4,0,0,54,0,0,0,3,0,0,0,0,0,0,0,0,0,36,10,0,87,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,2,7,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,9,0,2,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,15,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T15-3,Probiotics + HT,Day 03,3,318,138,0,115,24,41,95,0,422,0,114,0,49,73,0,104,0,0,0,105,28,0,0,0,0,0,76,0,0,0,127,178,9,0,0,48,100,81,35,0,0,0,0,11,0,79,0,0,29,0,0,0,2,0,31,0,16,69,40,0,0,79,0,0,39,64,49,0,0,0,32,40,0,7,0,0,0,12,16,0,0,0,0,0,0,63,0,0,0,0,32,35,6,0,0,51,0,13,0,0,23,0,38,59,63,36,0,0,49,0,43,0,0,10,19,38,0,78,0,0,0,0,0,0,33,16,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,33,0,0,0,17,23,16,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,49,12,0,0,19,3,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,11,0,0,9,0,0,0,0,48,0,0,25,0,0,14,28,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,17,0,0,0,0,0,0,5,22,0,0,0,0,27,0,0,26,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,21,0,14,0,20,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,32,0,0,0,0,0,14,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,49,0,0,0,0,0,47,0,0,0,0,0,0,0,17,17,0,0,0,0,0,30,0,30,28,0,0,0,0,0,0,0,0,0,0,18,0,0,0
T15-6,Probiotics + HT,Day 06,3,1320,629,0,79,107,84,217,0,82,0,128,0,144,0,0,60,0,0,101,33,0,0,0,0,0,0,0,54,53,174,34,34,37,0,0,16,29,38,38,0,0,0,0,58,0,0,0,0,85,0,0,0,60,0,0,68,0,39,34,0,23,0,0,41,0,27,13,0,0,0,23,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,24,0,33,0,0,0,0,57,0,0,0,0,13,0,0,29,0,0,8,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,16,0,0,0,0,0,121,0,0,0,23,0,0,17,0,0,0,0,0,0,0,0,29,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T15-S-2,Probiotics + HT,Spat,3,128,63,471,14,31,20,71,184,15,222,9,30,0,0,20,37,162,93,0,0,0,33,0,89,10,17,72,17,0,4,10,0,49,9,155,3,0,0,0,44,80,0,83,10,28,0,16,177,0,0,25,33,0,0,122,0,57,0,0,0,0,0,63,34,49,0,0,5,7,48,6,0,0,0,0,32,0,38,15,28,61,0,36,21,64,0,39,26,10,26,0,0,0,7,22,7,0,0,17,0,0,38,0,6,0,0,0,0,0,20,0,0,23,0,0,0,19,0,0,0,0,9,0,25,2,0,0,15,5,30,34,6,40,43,22,24,0,17,0,0,0,0,10,0,0,0,0,0,0,7,10,15,0,7,31,28,19,0,0,0,0,0,20,6,11,0,0,14,0,0,12,11,0,0,0,15,0,0,21,0,4,4,26,0,0,0,66,15,23,0,0,0,24,10,0,0,22,10,0,0,0,0,3,0,3,10,5,19,0,0,0,0,0,0,12,0,12,17,0,0,9,0,22,8,6,0,0,0,0,0,0,0,0,0,17,29,0,0,0,21,3,0,0,12,3,0,1,3,0,0,0,0,0,10,7,6,0,0,0,0,9,0,4,0,0,0,0,0,0,0,6,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,0,0,3,21,0,3,8,0,14,0,0,0,25,0,0,8,0,0,0,0,0,0,8,0,5,0,0,0,2,0,0,4,0,0,0,6,1,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,13,3,3,15,0,0,0,6,0,0,6,0
T2-1,Probiotics,Day 01,1,57,0,0,1109,197,55,29,61,8,0,49,0,95,504,210,0,0,0,0,38,41,0,290,0,0,76,36,39,0,0,37,0,0,0,0,136,22,0,28,0,0,96,0,10,0,16,0,0,0,0,0,0,0,17,6,0,0,16,0,0,0,0,0,36,0,16,19,0,63,0,0,29,21,41,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,40,15,0,4,0,30,0,69,0,0,0,70,0,0,7,0,0,0,0,0,0,0,0,0,0,0,36,0,0,31,0,0,0,12,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,11,0,0,0,0,0,0,28,49,0,0,7,0,0,0,0,0,0,0,0,0,24,0,10,0,0,32,0,0,0,7,0,26,9,0,0,0,0,0,0,3,18,0,14,0,0,0,0,0,0,14,0,6,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,16,0,9,0,0,10,40,0,0,0,0,45,19,0,0,0,0,0,0,0,24,0,20,24,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,18,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,26,0,0,0,0,0,0,0,0,13,0,0,0,25,0,21,0,0,5,0,34,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0,0,0,10,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
