#OTUID	ASV292	ASV442	ASV541	ASV323	ASV348	ASV191	ASV374	ASV578	ASV441	ASV95	ASV520	ASV351	ASV489	ASV571	ASV51	ASV485	ASV85	ASV610	ASV638	ASV484	ASV44	ASV6	ASV267	ASV117	ASV676	ASV538	ASV513	ASV518	ASV226	ASV665	ASV490	ASV590	ASV17	ASV393	ASV278	ASV333	ASV77	ASV486	ASV110	ASV736	ASV668	ASV258	ASV317	ASV410	ASV637	ASV301	ASV749	ASV377	ASV190	ASV572	ASV206	ASV9	ASV505	ASV41	ASV309	ASV468	ASV373	ASV672	ASV99	ASV418	ASV483	ASV707	ASV82	ASV129	ASV542	ASV217	ASV737	ASV62	ASV89	ASV298	ASV327	ASV130	ASV223	ASV436	ASV548	ASV179	ASV118	ASV677	ASV243	ASV28	ASV645	ASV287	ASV97	ASV23	ASV727	ASV214	ASV221	ASV21	ASV157	ASV162	ASV19	ASV324	ASV357	ASV297	ASV421	ASV136	ASV576	ASV332	ASV42	ASV382	ASV310	ASV690	ASV565	ASV698	ASV147	ASV514	ASV334	ASV228	ASV708	ASV152	ASV563	ASV311	ASV639	ASV105	ASV510	ASV454	ASV274	ASV202	ASV704	ASV306	ASV255	ASV196	ASV299	ASV245	ASV443	ASV658	ASV673	ASV543	ASV7	ASV8	ASV544	ASV269	ASV86	ASV39	ASV558	ASV314	ASV474	ASV233	ASV629	ASV219	ASV49	ASV435	ASV539	ASV36	ASV120	ASV535	ASV198	ASV325	ASV609	ASV643	ASV186	ASV16	ASV427	ASV48	ASV156	ASV145	ASV286	ASV220	ASV568	ASV345	ASV450	ASV607	ASV655	ASV182	ASV172	ASV594	ASV597	ASV633	ASV184	ASV362	ASV389	ASV670	ASV232	ASV751	ASV201	ASV678	ASV640	ASV63	ASV499	ASV412	ASV289	ASV93	ASV605	ASV27	ASV714	ASV679	ASV126	ASV328	ASV31	ASV739	ASV748	ASV507	ASV747	ASV699	ASV119	ASV472	ASV479	ASV35	ASV291	ASV669	ASV329	ASV627	ASV107	ASV728	ASV271	ASV397	ASV385	ASV253	ASV575	ASV613	ASV689	ASV414	ASV478	ASV509	ASV522	ASV160	ASV75	ASV45	ASV281	ASV586	ASV380	ASV237	ASV356	ASV54	ASV234	ASV192	ASV148	ASV467	ASV471	ASV684	ASV135	ASV47	ASV581	ASV516	ASV68	ASV38	ASV194	ASV626	ASV218	ASV420	ASV659	ASV282	ASV371	ASV177	ASV680	ASV353	ASV341	ASV304	ASV604	ASV399	ASV270	ASV615	ASV649	ASV451	ASV115	ASV642	ASV375	ASV347	ASV336	ASV726	ASV365	ASV428	ASV606	ASV644	ASV128	ASV628	ASV422	ASV694	ASV506	ASV18	ASV208	ASV554	ASV495	ASV398	ASV235	ASV123	ASV125	ASV378	ASV159	ASV133	ASV500	ASV692	ASV390	ASV313	ASV185	ASV100	ASV355	ASV453	ASV600	ASV721	ASV94	ASV189	ASV340	ASV657	ASV440	ASV482	ASV88	ASV631	ASV242	ASV180	ASV553	ASV532	ASV257	ASV616	ASV164	ASV175	ASV577	ASV569	ASV444	ASV29	ASV634	ASV1	ASV318	ASV337	ASV195	ASV545	ASV409	ASV241	ASV10	ASV386	ASV200	ASV139	ASV529	ASV244	ASV46	ASV525	ASV83	ASV284	ASV224	ASV262	ASV675	ASV111	ASV250	ASV663	ASV693	ASV106	ASV734	ASV557	ASV166	ASV585	ASV15	ASV69	ASV134	ASV346	ASV528	ASV98	ASV517	ASV387	ASV342	ASV249	ASV13	ASV140	ASV372	ASV109	ASV656	ASV593	ASV674	ASV14	ASV320	ASV556	ASV272	ASV502	ASV381	ASV153	ASV432	ASV3	ASV231	ASV183	ASV703	ASV720	ASV315	ASV424	ASV103	ASV405	ASV188	ASV295	ASV225	ASV40	ASV552	ASV57	ASV407	ASV400	ASV151	ASV636	ASV408	ASV66	ASV618	ASV171	ASV73	ASV497	ASV240	ASV32	ASV445	ASV307	ASV550	ASV433	ASV207	ASV261	ASV11	ASV288	ASV112	ASV293	ASV303	ASV376	ASV562	ASV475	ASV686	ASV137	ASV404	ASV204	ASV53	ASV622	ASV411	ASV256	ASV254	ASV531	ASV537	ASV91	ASV496	ASV59	ASV457	ASV222	ASV461	ASV300	ASV34	ASV580	ASV181	ASV52	ASV504	ASV524	ASV104	ASV566	ASV481	ASV723	ASV587	ASV722	ASV402	ASV596	ASV43	ASV176	ASV459	ASV619	ASV33	ASV67	ASV431	ASV55	ASV738	ASV209	ASV84	ASV155	ASV264	ASV178	ASV383	ASV549	ASV146	ASV624	ASV456	ASV582	ASV641	ASV591	ASV491	ASV203	ASV305	ASV379	ASV523	ASV588	ASV401	ASV368	ASV697	ASV667	ASV718	ASV705	ASV343	ASV326	ASV567	ASV608	ASV527	ASV437	ASV682	ASV116	ASV743	ASV335	ASV447	ASV279	ASV664	ASV480	ASV78	ASV724	ASV533	ASV312	ASV466	ASV540	ASV521	ASV492	ASV61	ASV138	ASV316	ASV344	ASV695	ASV733	ASV660	ASV275	ASV169	ASV364	ASV193	ASV294	ASV601	ASV685	ASV683	ASV338	ASV464	ASV350	ASV149	ASV30	ASV277	ASV330	ASV740	ASV369	ASV354	ASV661	ASV560	ASV592	ASV74	ASV319	ASV360	ASV455	ASV367	ASV403	ASV395	ASV493	ASV87	ASV131	ASV64	ASV579	ASV246	ASV511	ASV161	ASV239	ASV750	ASV574	ASV477	ASV551	ASV696	ASV716	ASV211	ASV302	ASV598	ASV263	ASV26	ASV79	ASV426	ASV555	ASV92	ASV143	ASV322	ASV71	ASV570	ASV487	ASV406	ASV248	ASV512	ASV417	ASV709	ASV174	ASV114	ASV681	ASV96	ASV290	ASV621	ASV625	ASV742	ASV725	ASV276	ASV688	ASV22	ASV462	ASV236	ASV268	ASV530
A-15	7	0	0	0	0	0	35	0	0	0	0	0	14	0	0	0	20	0	0	0	7	0	0	34	0	8	20	0	0	0	0	4	215	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	43	22	0	9	10	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	34	0	10	0	0	0	0	0	0	1	6	0	0	0	17	0	84	0	0	0	0	0	19	0	44	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	19	13	0	0	0	0	0	0	0	10	0	0	0	0	0	10	29	0	0	0	0	0	0	0	0	0	16	0	0	0	0	40	0	0	0	0	0	0	0	21	0	39	17	12	36	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	83	0	0	0	0	0	0	0	0	0	0	38	0	0	106	0	9	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	10	0	0	0	0	0	8	0	0	0	16	0	0	22	114	0	0	0	0	0	22	0	28	0	0	13	0	0	0	0	0	9	0	31	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	33	0	10	9	0	0	0	0	0	0	0	0	0	3	0	0	54	0	8	12	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	1231	0	0	0	0	11	0	92	0	0	14	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	20	0	0	0	34	0	0	0	4	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	577	0	0	0	0	0	0	0	0	11	0	70	0	0	0	19	0	39	0	0	0	0	0	51	10	0	0	0	0	0	0	18	0	18	0	0	0	2	0	0	0	0	20	0	42	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	12	0	0	0	0	0	0	0	0	0	30	0	0	40	6	0	0	0	0	0	0	9	8	2	14	8	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	76	0	0	0	0	16	7	52	0	0	0	6	0	0	0	22	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	16	9	0	0	39	0	0	0	0	0	0	0	35	21	0	0	9	0	0	0	2	0	0	0	0	0	11	0	0	0	24	1	0	0	26	0	0	0	0	0	0	0	0	0	0	0	61	0	77	0	0	0	0	0	0	0	0	0	0	0	14
T1-1	4	0	0	12	0	0	18	0	0	0	0	0	0	0	30	0	34	0	0	0	92	0	0	28	0	0	12	0	0	6	0	0	156	0	0	17	0	0	0	0	0	90	0	24	0	20	0	47	0	2	0	124	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	24	0	7	26	0	0	0	35	0	0	6	39	0	24	0	0	0	17	0	75	0	0	84	0	0	11	0	28	0	27	0	0	0	0	0	0	22	0	0	0	8	15	0	0	0	12	0	0	0	0	0	0	0	0	6	16	15	0	0	0	18	159	0	4	0	18	0	0	33	14	0	24	0	0	7	0	3	0	0	25	0	0	0	0	0	0	43	16	0	22	0	15	0	0	0	12	7	0	0	2	32	0	0	0	0	6	0	0	0	0	0	0	0	46	0	50	0	0	37	0	0	0	0	0	0	0	18	0	0	75	0	4	0	0	0	0	20	20	0	9	0	0	0	0	0	0	4	0	0	41	0	0	0	12	0	0	0	10	0	1	0	3	38	45	0	0	20	25	0	0	0	0	0	28	0	22	0	18	0	0	0	0	0	0	0	15	19	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	17	16	0	0	18	0	0	4	3	0	12	0	0	0	1	0	0	0	0	16	6	0	0	10	0	15	0	0	14	0	19	0	0	0	0	0	0	689	31	0	10	0	8	0	103	15	0	46	6	0	45	4	0	0	0	0	0	0	22	0	0	0	3	0	0	0	51	20	0	0	0	16	0	0	8	0	25	0	0	0	0	0	0	0	8	0	0	0	0	0	0	366	7	0	0	0	0	0	6	0	0	0	0	0	0	0	12	17	15	0	0	14	0	0	25	4	0	0	0	0	0	0	1	15	16	0	0	0	0	0	0	0	0	0	0	12	19	0	0	9	0	5	0	18	0	0	0	0	12	13	0	0	22	0	0	0	0	0	9	0	12	0	0	0	0	0	0	0	82	12	0	25	0	0	21	0	0	0	0	0	30	0	0	0	0	5	6	31	0	0	0	0	19	3	0	0	0	0	0	0	0	3	0	0	0	31	0	0	0	0	0	0	53	0	0	0	5	0	0	0	19	0	24	13	0	0	0	14	0	0	0	0	0	0	0	0	0	0	15	119	18	0	0	0	5	0	0	0	32	0	0	0	0	13	0	0	60	15	0	32	12	5	0	40	0	0	0	0	15	0	12	0	0	0	31	0	0	0	14	0	0	0	0	0	0	0	0	0	0	15	21	0	43	0	0	0	0	0	25	0	0	10	0	6	0
T1-15	0	0	0	0	15	0	11	0	0	0	1	0	0	0	0	0	10	0	0	0	37	0	0	32	0	0	3	0	0	8	0	0	48	82	3	0	0	0	0	0	0	0	0	0	0	18	0	0	59	17	0	210	31	13	0	0	0	12	0	0	0	0	23	0	0	0	9	0	32	0	0	13	39	6	0	0	0	0	0	0	0	0	0	0	0	1	0	154	0	0	0	0	7	14	0	169	0	39	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	165	0	0	0	16	0	0	0	0	0	0	0	2	12	0	149	0	0	0	0	0	0	0	0	0	0	4	0	17	0	0	0	0	0	14	0	0	0	0	0	0	10	0	0	0	0	0	0	0	13	0	0	17	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	12	0	4	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	22	0	0	0	0	0	0	0	0	23	0	0	0	0	0	23	0	0	0	0	1	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	25	0	0	12	0	0	0	18	0	23	0	0	0	0	0	0	9	0	7	7	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	958	75	0	0	0	8	0	124	0	0	16	10	0	29	0	0	0	15	0	0	0	0	0	0	0	2	0	0	0	33	83	0	0	0	10	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	449	0	0	0	0	0	0	0	0	18	0	13	0	0	0	0	0	63	0	0	44	0	0	10	7	0	0	0	0	0	0	12	0	23	0	0	0	0	0	0	0	0	0	0	23	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	25	0	0	37	6	0	0	0	0	0	0	0	1	0	14	0	28	0	0	0	34	0	0	2	0	0	0	0	0	0	0	0	0	0	21	0	15	0	0	13	0	20	0	28	0	0	0	0	0	42	0	0	0	0	0	0	12	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	17	8	0	0	54	0	0	19	0	0	0	0	72	0	0	5	10	0	0	0	0	2	0	0	0	0	0	0	0	0	129	9	0	10	0	0	0	0	0	0	0	0	0	0	0	26	29	0	100	0	0	0	0	11	0	0	0	0	0	0	4
T1-3	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	65	10	0	0	63	5	0	0	0	0	0	0	0	0	0	6	13	0	0	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	25	1	4	0	0	0	0	0	0	5	0	0	31	1459	0	0	0	78	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	11	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	26	0	0	0	0	8	0	0	0	0	0	0	0	0	0	5	0	0	0	0	26	0	0	6	0	0	0	0	0	21	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	6	0	0	15	0	0	0	16	17	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	875	0	0	0	0	0	0	36	0	0	18	0	0	27	2	0	0	0	0	0	0	0	0	0	0	0	17	0	0	62	0	27	0	0	9	0	0	0	0	42	0	14	0	10	0	0	0	0	0	0	0	0	0	5	513	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	1	0	0	11	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	709	0	0	17	0	0	12	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	9	0	0	0	21	0	8	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
T1-6	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	25	0	0	0	22	0	0	5	0	0	3	0	0	0	0	0	81	4	18	0	559	5	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	24	0	0	0	0	0	0	14	0	29	0	0	0	6	0	17	0	4	7	0	0	0	0	0	0	0	0	2	14	0	0	0	7	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	7	0	0	0	0	7	0	0	0	0	0	64	71	0	0	0	69	0	0	0	0	0	0	0	0	7	16	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	15	0	10	0	0	0	0	0	13	0	0	35	0	4	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	21	0	30	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	97	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	13	0	0	0	28	0	0	0	11	0	56	0	0	5	24	0	0	0	0	22	0	0	0	4	0	0	29	0	0	0	20	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1352	17	12	27	0	0	0	118	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	14	15	2	0	28	0	0	0	0	68	0	0	0	0	0	0	0	0	0	14	0	0	0	0	689	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	2	0	0	106	0	0	28	6	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	14	0	3	27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	8	0	0	0	0	0	39	0	0	25	0	0	21	0	0	0	0	0	0	0	0	5	0	0	6	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	18	0	0	0	0	0	13	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	21	0	0	0	0	0	6	0	18	15	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	3	0	0	0	0	0	0	0	0
T1-S-1	9	12	0	10	0	17	0	1	0	55	0	0	0	0	0	0	8	0	0	0	6	471	22	7	0	4	0	0	14	0	9	0	0	0	0	0	0	0	26	0	0	5	22	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	26	13	0	0	9	5	0	0	0	0	9	6	0	0	0	0	9	0	54	4	18	0	0	0	21	158	0	0	15	6	27	20	0	0	0	0	3	0	0	0	57	0	6	0	21	13	0	0	16	11	0	0	4	10	4	12	0	0	0	14	0	0	0	12	0	0	0	0	0	16	0	18	0	20	98	7	5	14	0	0	1	0	77	0	0	0	0	0	6	0	0	3	0	123	0	28	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	64	0	9	19	0	7	0	0	0	0	8	80	0	0	0	0	0	0	4	8	4	12	0	13	0	0	0	0	0	0	0	0	0	0	2	18	0	0	0	150	0	20	0	1	4	0	85	19	0	26	0	0	0	2	0	0	12	0	7	12	0	1	0	9	0	12	0	0	0	11	0	0	12	6	0	0	0	0	6	0	15	8	6	11	0	10	0	0	0	0	0	0	0	14	0	6	0	0	0	15	6	2	0	10	0	4	18	0	0	11	0	0	0	0	0	0	0	0	0	29	0	6	0	5	0	0	0	0	28	0	0	13	78	10	90	0	0	0	5	0	0	19	0	16	0	0	0	0	0	29	10	7	0	0	28	0	0	13	33	0	0	27	7	0	19	0	0	0	5	6	17	3	8	0	0	0	19	0	13	0	233	0	4	0	6	15	27	0	57	0	14	0	0	0	11	0	7	0	9	0	0	2	42	5	0	0	13	0	0	0	18	5	0	20	76	0	0	14	9	0	5	152	3	0	0	5	8	0	0	0	0	6	0	6	0	13	0	12	0	0	5	0	145	10	11	0	0	52	4	0	35	3	0	31	0	0	2	0	0	0	0	7	13	0	14	6	0	0	0	14	0	0	14	0	8	13	15	0	0	3	0	0	0	0	0	13	0	0	0	0	0	0	0	0	20	18	0	4	0	16	18	0	7	2	4	4	14	0	4	0	0	0	12	4	0	0	20	0	42	0	0	5	0	0	0	0	12	12	11	0	9	5	7	8	8	0	0	0	0	0	0	0	0	0	4	7	0	6	0	12	0	0	4	0	0	62	0	7	0	64	0	3	0	3	0	0	19	19	0	5	0	0	38	3	0	0	26	0	43	0	0	14	12	8	20	11	0	0	0	9	8	0	0	0	0	0	0	167	0	18	7	0
T1-S-2	13	15	0	11	0	31	0	0	0	29	0	0	0	0	0	0	0	0	0	0	10	337	27	21	0	7	5	1	18	0	20	0	0	0	0	0	0	0	43	0	0	0	9	0	0	0	3	0	0	0	0	14	0	25	13	0	0	9	48	0	0	18	41	30	0	0	0	0	0	14	0	4	0	0	13	0	43	0	21	0	0	0	36	100	0	0	15	30	18	0	6	0	0	0	5	0	0	0	93	0	0	0	11	0	0	0	8	18	0	0	0	27	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	10	39	0	0	51	0	0	14	0	0	0	0	96	0	0	0	0	4	11	0	0	0	0	169	0	39	0	0	0	0	0	0	0	2	0	0	19	0	0	0	0	0	0	18	0	0	17	0	0	73	0	0	17	0	17	0	4	0	0	0	94	0	0	0	0	0	0	0	0	21	10	0	27	0	0	0	0	0	0	24	21	7	0	0	0	0	0	0	243	0	0	0	18	9	0	58	19	0	18	0	5	0	0	0	0	0	25	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	13	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	19	12	0	0	3	0	0	37	0	0	14	0	0	0	0	0	0	0	0	0	28	0	27	0	2	0	4	0	0	54	0	0	17	25	0	119	0	0	0	0	0	0	84	0	14	0	0	0	0	0	48	11	0	0	0	30	0	0	0	20	0	0	21	2	0	0	0	0	10	19	0	0	0	9	6	0	0	28	0	0	0	168	0	0	0	0	0	23	0	64	0	23	0	0	19	12	0	0	0	0	0	0	0	14	0	9	0	21	0	0	0	19	0	0	19	133	0	22	4	9	0	0	152	9	0	0	10	0	0	0	0	0	0	0	2	1	0	0	14	0	0	0	0	143	0	0	5	0	65	0	0	35	0	0	40	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	28	0	12	20	5	0	0	8	0	0	0	0	0	16	0	0	0	0	0	0	0	4	0	0	0	0	0	16	0	0	0	0	0	10	0	0	3	0	0	0	4	6	0	0	12	0	32	0	0	1	0	0	0	13	4	24	17	0	0	0	0	13	0	0	0	0	0	0	35	0	0	0	21	0	0	11	0	3	0	0	0	0	0	68	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	29	6	0	0	19	0	43	36	0	8	0	15	34	0	5	0	0	0	10	0	16	0	0	0	4	153	0	0	18	0
T13-1	0	0	0	0	0	0	0	0	0	0	0	0	42	0	51	0	39	0	0	23	150	0	0	0	0	0	0	0	0	0	0	0	120	0	36	80	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	19	123	0	0	32	0	0	18	0	0	0	85	0	0	0	90	0	0	0	0	0	67	0	31	0	0	94	54	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	43	36	0	0	0	0	87	0	0	0	43	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	34	0	65	0	35	0	0	0	0	0	24	0	11	14	0	0	0	0	31	0	0	0	0	0	0	0	86	0	90	0	0	166	0	0	0	0	0	0	0	27	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	18	129	136	0	0	16	8	0	0	0	0	0	0	0	21	0	31	0	34	0	0	0	24	6	0	27	0	15	0	0	0	0	65	0	0	25	0	0	0	0	0	0	0	0	0	21	0	0	0	19	51	0	0	5	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	50	51	38	0	0	0	0	0	0	60	0	0	0	0	0	0	65	0	0	62	0	29	80	0	0	0	6	0	0	0	64	0	0	0	0	0	0	0	70	0	0	0	0	0	44	3	37	0	51	0	0	0	0	0	0	0	22	0	0	0	0	0	0	33	0	0	0	52	0	0	27	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	31	0	0	0	12	0	3	0	0	51	0	14	0	0	0	17	0	6	0	89	0	10	0	0	0	0	0	0	39	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	42	46	0	39	0	0	31	0	0	0	0	0	48	0	0	0	0	0	13	0	0	0	0	5	20	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	37	0	41	0	0	0	0	0	0	0	88	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	7	0	0	3	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	48	0	0	0	0	3	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	34	0	0	39	0	0	0
T13-15	20	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	30	0	0	11	0	0	0	0	0	0	0	0	131	0	0	0	0	2	0	0	0	0	0	0	0	36	0	0	0	0	0	46	0	18	0	16	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0	260	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	18	4	0	0	0	0	0	0	0	0	17	0	0	0	0	102	0	0	0	0	0	11	0	0	17	63	0	5	11	0	0	0	0	0	9	0	0	0	0	38	0	0	0	0	0	0	0	0	0	21	0	0	15	0	34	0	0	0	0	42	0	0	0	0	0	0	0	0	136	0	0	0	0	0	8	0	0	0	9	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	20	0	0	0	32	0	0	35	72	0	0	45	0	0	0	0	0	0	0	0	26	0	10	0	0	0	0	14	0	0	0	11	0	0	0	0	0	8	0	0	0	18	0	0	0	0	0	0	30	0	0	9	0	0	0	11	0	18	0	0	0	0	0	0	0	0	0	8	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	1309	0	0	0	0	4	28	118	0	0	0	0	9	59	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	62	68	0	0	0	12	0	0	0	0	25	0	0	0	0	0	0	0	0	0	17	0	0	0	0	599	0	0	0	0	0	0	0	0	23	0	24	0	0	0	20	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	58	0	0	0	0	0	0	0	0	18	18	35	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	12	0	0	0	0	0	0	0	0	0	23	0	0	25	6	0	28	0	0	0	0	0	7	0	6	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	8	0	0	0	32	0	0	61	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0	0	0	132	0	0	0	0	22	0	0	42	0	0	16	18	0	0	0	0	0	9	0	0	0	12	0	0	0	27	0	0	0	0	0	0	0	0	17	0	0	0	0	0	22	48	0	117	0	0	0	0	0	0	0	0	0	0	8	0
